aX,aY,aZ,gX,gY,gZ
0.524,0.255,0.226,128.418,139.160,40.955
0.568,0.210,0.071,119.080,136.047,31.738
0.615,0.145,-0.074,65.613,132.202,52.490
0.615,0.023,-0.232,42.664,125.610,74.585
0.570,0.025,-0.256,42.053,101.746,100.342
0.450,0.160,-0.345,56.030,89.172,99.670
0.424,0.279,-0.384,70.435,75.012,93.384
0.456,0.435,-0.429,91.370,39.368,81.726
0.623,0.749,-0.444,94.055,23.682,73.547
0.698,0.875,-0.403,83.557,14.587,37.964
0.763,0.901,-0.326,75.256,21.484,6.775
0.780,0.802,-0.303,58.899,31.616,-57.190
0.901,0.619,-0.222,37.048,26.733,-61.707
1.021,0.583,-0.160,2.014,16.541,-40.222
1.140,0.568,-0.103,-50.903,6.775,4.211
1.244,0.531,-0.137,-43.762,16.602,-11.353
1.194,0.508,-0.297,8.972,59.875,-91.919
0.939,0.406,-0.736,23.682,79.224,-123.474
0.804,0.338,-0.923,16.785,88.501,-133.789
0.701,0.305,-1.094,-19.653,71.045,-100.586
0.633,0.301,-1.248,-19.043,48.584,-85.083
0.661,0.289,-1.178,14.954,-1.587,-72.449
0.877,0.168,-0.778,25.818,-26.794,-59.814
1.027,0.119,-0.499,27.222,-63.293,-11.475
1.317,0.147,0.043,24.475,-69.031,11.230
1.414,0.214,0.232,23.071,-65.613,25.757
1.467,0.283,0.344,22.278,-38.330,27.344
1.409,0.355,0.308,19.958,-18.738,18.799
1.302,0.362,0.199,6.836,13.428,1.343
1.075,0.332,-0.024,-4.456,21.057,-1.404
0.993,0.289,-0.095,-25.330,23.804,0.061
0.905,0.153,-0.138,-27.588,21.301,-0.854
0.881,0.086,-0.138,-23.560,17.456,-2.563
0.869,0.035,-0.133,-10.437,7.019,0.427
0.888,0.018,-0.094,-3.967,1.343,5.188
0.903,0.047,-0.075,9.155,-6.775,11.047
0.931,0.144,-0.038,13.428,-8.911,12.451
0.945,0.199,-0.021,12.512,-10.193,15.381
0.964,0.284,0.005,10.681,-10.010,14.893
0.972,0.313,0.010,10.071,-10.193,12.756
0.984,0.328,0.013,8.667,-9.216,5.127
1.005,0.300,0.011,6.042,-7.141,0.732
1.010,0.261,0.008,-2.991,-2.319,-3.662
1.012,0.189,0.003,-7.385,-0.427,-2.808
1.007,0.165,-0.006,-9.949,1.099,-1.343
0.999,0.147,-0.017,-8.240,3.052,-1.343
0.980,0.125,-0.045,-5.310,3.296,-2.197
0.973,0.123,-0.056,0.854,1.648,-2.441
0.958,0.153,-0.073,3.906,0.000,-1.648
0.951,0.179,-0.078,3.723,-2.991,1.709
0.946,0.215,-0.078,-0.854,-3.845,4.517
0.950,0.213,-0.069,-5.859,-4.517,7.080
0.956,0.205,-0.056,-5.981,-5.493,6.409
0.964,0.201,-0.036,-2.258,-6.042,3.967
0.973,0.201,-0.021,2.502,-6.653,1.282
0.990,0.199,0.002,3.845,-6.042,-0.122
0.994,0.199,0.003,2.014,-3.296,-1.404
0.988,0.197,-0.014,-1.038,-1.709,-0.732
0.985,0.195,-0.021,-3.723,-0.366,-0.366
0.982,0.193,-0.024,-5.615,1.282,-1.343
0.972,0.181,-0.033,-5.249,1.892,-2.319
0.964,0.169,-0.039,-3.540,1.465,-3.418
0.957,0.143,-0.041,-2.197,0.366,-2.747
0.962,0.141,-0.037,0.854,-2.075,0.061
0.969,0.171,-0.035,1.770,-2.991,1.282

1.271,0.916,-0.805,-51.025,-18.127,105.530
1.216,0.945,-0.904,-50.171,-17.578,86.914
1.124,0.961,-1.043,-50.659,-18.433,74.280
1.114,0.961,-1.108,-58.533,-32.837,62.012
1.203,1.000,-1.263,-62.988,-48.584,65.002
1.293,1.022,-1.297,-66.772,-68.970,72.693
1.361,1.034,-1.270,-67.444,-112.366,75.684
1.356,1.065,-1.137,-57.556,-124.817,64.575
1.284,1.062,-1.085,-17.639,-130.676,9.766
1.016,0.989,-0.999,-2.502,-130.432,-31.128
0.787,0.913,-0.917,-11.475,-136.047,-113.281
0.094,0.691,-0.639,-33.020,-140.991,-149.170
-0.363,0.537,-0.452,-93.201,-154.968,-199.036
-1.344,0.104,0.195,-133.484,-173.401,-199.036
-1.720,-0.145,0.665,-175.720,-203.674,-174.866
-1.920,-0.398,1.189,-212.830,-281.250,-90.942
-1.762,-0.785,2.118,-191.711,-316.345,-56.335
-1.388,-0.826,2.445,-121.216,-369.751,0.061
-0.275,-0.439,3.167,-105.286,-375.427,47.913
0.604,0.094,3.713,-66.711,-325.500,166.260
2.840,0.970,3.722,-31.189,-258.789,166.260
2.899,0.869,2.742,-19.897,-140.808,100.281
1.741,0.495,1.455,-77.087,127.319,-68.237
-0.831,-0.256,-0.479,-100.342,156.921,-77.881
-0.930,-0.368,-0.756,-83.862,35.400,32.166
0.045,-0.069,0.014,-42.358,-24.414,56.946
0.434,0.199,0.595,26.550,-68.115,35.889
0.872,0.651,1.219,22.949,-52.917,35.217
0.909,0.660,1.185,3.662,-21.973,31.738
0.805,0.527,0.991,-19.775,37.781,-9.766
0.471,0.261,0.549,-17.395,48.462,-24.292
0.392,0.267,0.467,-2.319,31.799,-12.939
0.483,0.535,0.578,12.085,18.372,-4.700
0.583,0.662,0.680,36.011,14.160,-15.991
0.711,0.690,0.848,36.743,21.851,-28.137
0.734,0.630,0.879,32.043,29.175,-37.903
0.753,0.563,0.874,20.508,46.936,-37.720
0.754,0.461,0.813,15.625,52.612,-29.358
0.708,0.450,0.822,22.034,62.378,-19.531
0.621,0.488,0.892,39.307,67.322,-27.649
0.592,0.482,0.902,60.486,73.120,-43.274
0.573,0.461,0.864,85.388,87.036,-67.749
0.681,0.346,0.721,83.801,89.111,-62.500
0.784,0.256,0.719,72.510,86.548,-27.161
0.850,0.197,0.899,74.707,88.989,-13.428
0.795,0.287,1.068,85.999,94.788,-8.301
0.743,0.416,1.215,126.709,108.704,-34.241
0.808,0.467,1.067,142.761,118.347,-65.857
0.872,0.292,0.867,117.126,133.667,-97.717
0.911,-0.235,0.783,82.825,137.756,-71.716
0.878,-0.413,0.879,62.378,140.259,6.653
0.762,-0.303,1.107,91.858,138.306,30.640
0.719,-0.066,1.148,133.118,135.437,42.358
0.723,0.154,1.096,186.645,136.902,24.292
0.840,0.177,0.817,186.523,140.991,0.122
0.871,-0.017,0.629,139.465,156.738,-26.611
0.706,-0.468,0.399,110.840,160.522,-11.414
0.555,-0.504,0.336,92.896,156.189,26.489
0.422,-0.353,0.230,84.717,123.474,127.808
0.371,0.147,0.016,87.341,103.394,154.602
0.446,0.340,-0.094,103.271,86.426,121.521
0.506,0.609,-0.336,102.051,89.294,86.975
0.464,0.662,-0.451,85.999,91.736,61.096
0.427,0.653,-0.537,35.583,85.083,39.307
0.464,0.540,-0.650,19.470,78.491,30.396
0.514,0.523,-0.672,2.380,57.861,18.433
0.713,0.632,-0.584,-6.836,42.542,23.071
0.835,0.690,-0.483,-19.165,26.245,11.414
1.017,0.614,-0.383,-20.569,32.715,-14.465
1.042,0.498,-0.450,-21.729,46.326,-43.884
1.036,0.391,-0.556,-29.358,64.026,-75.073
0.989,0.390,-0.761,-28.198,62.500,-69.092
0.978,0.526,-0.876,-2.197,41.016,-60.059
0.939,0.843,-1.102,13.550,29.968,-67.017
0.886,0.903,-1.171,11.414,18.738,-81.055
0.887,0.653,-1.072,-3.296,11.536,-75.134
0.948,0.465,-0.918,-13.611,-0.854,-58.167
1.028,0.337,-0.710,-4.822,-40.894,-12.390
1.286,0.253,-0.185,4.395,-57.190,7.935
1.423,0.208,0.066,8.972,-55.969,22.949
1.533,0.077,0.340,9.155,-39.063,16.541
1.479,0.038,0.335,8.789,4.089,-0.854
1.364,0.027,0.258,8.789,21.362,-6.653
1.050,0.075,0.001,10.132,32.349,-10.681
0.904,0.115,-0.129,10.437,34.912,-11.475
0.726,0.147,-0.297,7.812,28.259,-7.629
0.698,0.148,-0.321,6.104,5.127,3.479
0.754,0.159,-0.265,9.216,-7.202,7.202
0.817,0.166,-0.207,13.428,-16.418,8.301
0.884,0.171,-0.145,18.005,-23.743,6.714
0.997,0.184,-0.035,16.541,-23.132,6.042
1.034,0.188,-0.000,5.310,-17.578,10.071
1.062,0.203,0.024,0.549,-14.465,13.000
1.068,0.218,0.022,-0.122,-11.597,13.123
1.065,0.236,-0.006,2.625,-5.127,5.615
1.049,0.223,-0.025,1.221,-1.892,2.136
1.027,0.205,-0.042,-3.906,2.625,-1.160
0.987,0.176,-0.072,-5.005,3.601,-1.953
0.970,0.168,-0.083,-4.272,3.235,-2.319
0.951,0.147,-0.094,-3.723,2.197,-2.197
0.950,0.133,-0.094,-2.930,1.038,-2.380
0.953,0.120,-0.090,0.427,-1.038,-4.333
0.963,0.104,-0.088,1.160,-1.587,-4.944
0.960,0.102,-0.087,-2.563,-2.014,-1.770
0.962,0.114,-0.077,-3.418,-2.991,0.061
0.968,0.125,-0.070,0.488,-5.066,0.000
0.992,0.143,-0.054,2.258,-5.493,-0.488
1.006,0.150,-0.044,2.869,-5.249,-0.854
1.017,0.157,-0.036,2.075,-2.991,-1.038
1.019,0.176,-0.036,1.160,-1.160,-1.099
1.008,0.183,-0.050,-0.610,1.892,-2.197
0.983,0.175,-0.075,-1.709,2.319,-2.441
0.975,0.163,-0.083,-3.418,2.014,-1.587
0.966,0.147,-0.088,-3.479,1.526,-1.221
0.967,0.141,-0.085,-3.174,0.854,-1.160
0.968,0.134,-0.080,-1.770,-0.488,-1.038
0.975,0.125,-0.068,-1.038,-0.854,-0.671
0.976,0.124,-0.064,-0.366,-0.671,0.244
0.970,0.132,-0.064,-0.305,-0.427,0.793

1.310,0.712,-0.566,-58.411,-40.833,82.520
1.316,0.681,-0.637,-76.721,-31.616,85.815
1.306,0.641,-0.747,-84.351,-29.907,91.797
1.294,0.635,-0.778,-89.233,-35.583,103.027
1.264,0.589,-0.775,-86.426,-39.917,100.952
1.267,0.524,-0.766,-79.468,-42.908,91.248
1.250,0.438,-0.758,-59.143,-43.091,60.486
1.091,0.354,-0.755,-50.964,-45.105,50.842
0.965,0.393,-0.750,-43.335,-74.158,61.462
0.814,0.531,-0.723,-41.748,-98.633,71.411
0.799,0.590,-0.699,-38.391,-144.775,69.946
0.776,0.675,-0.628,-36.865,-162.048,58.655
0.732,0.715,-0.576,-36.804,-176.392,43.945
0.645,0.757,-0.508,-42.908,-200.623,10.925
0.322,0.869,-0.304,-46.814,-207.642,-6.958
0.139,0.896,-0.192,-49.622,-201.172,-61.096
-0.287,0.839,0.064,-51.025,-184.570,-100.952
-0.602,0.762,0.242,-82.947,-142.944,-162.476
-1.505,0.651,0.861,-109.009,-130.005,-168.335
-1.970,0.627,1.231,-123.718,-135.559,-168.152
-2.223,0.512,1.653,-122.253,-247.314,-183.350
-1.316,-0.320,2.947,-122.314,-318.848,-167.541
0.014,-0.849,3.693,-95.581,-359.741,-2.625
3.507,-1.286,4.000,-62.988,-303.101,88.806
3.615,-0.890,3.141,-22.400,23.621,68.726
0.150,0.449,0.396,-14.648,177.673,-16.663
-0.922,0.721,-0.458,-22.034,211.365,-58.472
-0.417,0.445,-0.519,-82.642,57.068,44.983
0.033,0.336,-0.163,-66.162,-6.653,57.861
0.282,0.372,0.209,27.771,-63.293,-13.489
0.715,0.461,0.874,33.813,-70.251,-12.634
0.930,0.380,1.091,-6.104,-36.804,12.390
0.968,0.285,1.126,-9.338,-8.850,6.897
0.833,0.366,0.976,-0.305,13.000,-0.793
0.704,0.466,0.807,11.047,30.457,-1.221
0.577,0.573,0.625,10.864,32.104,1.892
0.591,0.588,0.630,13.611,31.067,0.549
0.700,0.585,0.766,20.081,32.288,-3.052
0.733,0.593,0.806,43.579,40.649,-29.663
0.724,0.627,0.764,56.885,44.250,-46.021
0.722,0.604,0.757,66.040,46.387,-57.312
0.732,0.544,0.781,81.726,54.504,-71.411
0.696,0.386,0.872,95.276,62.195,-83.679
0.665,0.321,0.886,131.653,69.031,-108.704
0.761,0.169,0.826,141.174,68.237,-106.995
0.881,0.080,0.823,141.663,67.932,-93.567
0.981,0.013,0.903,135.376,79.163,-59.387
0.987,-0.020,1.134,134.399,91.919,-49.683
0.904,-0.035,1.152,118.958,119.019,-32.532
0.773,-0.124,0.986,102.539,126.526,-14.648
0.765,-0.167,0.885,88.928,130.127,5.859
0.776,-0.177,0.760,94.482,129.761,28.931
0.785,-0.099,0.494,104.248,126.404,32.654
0.780,-0.043,0.411,103.943,120.239,43.762
0.777,0.062,0.327,95.581,116.699,51.575
0.778,0.116,0.335,70.496,110.168,71.167
0.777,0.150,0.352,61.646,107.971,76.111
0.744,0.146,0.375,61.646,107.605,71.045
0.697,0.133,0.326,87.463,105.103,41.504
0.669,0.170,0.196,102.051,98.572,31.067
0.713,0.227,0.182,109.192,90.698,30.579
0.741,0.284,0.165,96.863,85.876,36.499
0.695,0.292,0.088,81.604,88.135,34.363
0.654,0.233,0.073,49.500,95.459,28.320
0.599,0.109,0.109,44.861,96.985,25.024
0.611,0.089,0.067,52.368,94.971,17.700
0.654,0.101,-0.059,80.200,80.322,-2.502
0.765,0.154,-0.242,80.322,71.960,-2.686
0.800,0.197,-0.225,45.471,62.927,21.118
0.884,0.296,-0.031,30.151,61.340,29.053
0.962,0.327,0.087,44.922,59.448,1.831
1.190,0.380,0.124,63.599,58.960,-22.705
1.280,0.419,0.076,69.336,61.401,-36.560
1.301,0.465,0.003,23.254,81.360,-23.743
1.185,0.533,-0.261,-13.428,97.839,-13.672
1.062,0.531,-0.465,-53.345,128.052,-24.963
0.732,0.542,-1.066,-41.870,132.385,-49.377
0.543,0.634,-1.454,-16.418,126.709,-74.219
0.350,0.808,-1.831,22.034,82.275,-88.684
0.105,1.103,-2.138,16.113,42.542,-77.271
0.177,1.023,-1.924,-24.780,-48.340,-51.819
0.654,0.371,-0.964,-37.170,-80.139,-49.988
0.929,-0.048,-0.429,-26.733,-108.093,-46.875
1.399,-0.654,0.391,-10.742,-107.971,-33.020
1.548,-0.735,0.597,18.433,-82.581,10.986
1.584,-0.484,0.575,26.794,-61.646,30.640
1.501,-0.255,0.444,30.823,-40.894,42.786
1.382,-0.008,0.282,35.461,-8.545,43.823
1.129,0.402,-0.029,32.654,3.113,35.400
1.026,0.489,-0.138,9.338,17.822,11.597
0.877,0.411,-0.247,-5.127,21.301,1.160
0.836,0.310,-0.255,-15.869,21.912,-6.409
0.821,0.202,-0.241,-19.287,13.367,-14.648
0.848,0.006,-0.169,-13.977,6.714,-16.541
0.874,-0.072,-0.133,-0.549,-4.822,-13.794
0.918,-0.135,-0.085,5.005,-10.010,-8.667
0.944,-0.113,-0.061,7.874,-17.456,10.132
0.994,0.014,-0.028,7.507,-18.250,18.311
1.006,0.093,-0.031,9.644,-17.517,20.752
1.009,0.162,-0.044,16.174,-14.709,12.878
1.019,0.236,-0.052,14.771,-13.000,9.033
1.024,0.245,-0.049,5.554,-8.850,4.578
1.027,0.221,-0.047,-0.427,-6.714,3.113
1.027,0.192,-0.049,-12.085,-2.563,1.343
1.018,0.124,-0.056,-13.794,-1.221,-0.366
1.016,0.095,-0.059,-12.878,-0.671,-2.258
1.019,0.070,-0.054,-7.874,-0.732,-5.249
1.026,0.027,-0.040,-4.822,-0.366,-6.531
1.023,0.016,-0.041,-1.343,0.916,-5.310
1.005,0.014,-0.052,-1.648,1.465,-2.991
0.993,0.025,-0.063,0.122,1.465,0.305
0.974,0.065,-0.084,3.235,0.244,0.366
0.972,0.090,-0.089,6.165,-1.465,0.427
0.976,0.109,-0.086,6.409,-3.418,1.404
0.990,0.113,-0.079,3.784,-2.991,1.709
0.994,0.102,-0.075,-1.038,-1.526,2.197
0.996,0.089,-0.067,-2.441,-1.160,3.052
0.994,0.090,-0.064,-3.174,-0.793,4.028
0.988,0.087,-0.060,-2.380,-0.610,3.235

1.079,1.105,-1.134,-60.303,-56.946,106.262
0.977,1.324,-1.389,-84.717,-86.243,109.131
0.738,1.576,-1.737,-90.515,-104.248,93.872
0.701,1.533,-1.702,-98.694,-154.175,44.128
0.782,1.206,-1.294,-106.445,-178.040,24.902
0.869,1.005,-1.041,-116.516,-198.547,13.733
0.986,0.807,-0.783,-132.996,-231.262,8.240
1.277,0.514,-0.277,-132.812,-239.929,9.644
1.378,0.520,-0.062,-98.816,-236.206,4.944
1.469,0.856,0.255,-77.759,-216.919,-11.047
1.355,1.007,0.277,-55.603,-142.090,-90.881
0.580,0.996,0.197,-60.913,-115.723,-157.166
0.061,0.758,0.313,-85.205,-111.694,-216.858
-0.527,0.429,0.572,-214.722,-133.667,-192.444
-1.478,-0.234,1.541,-274.475,-154.785,-130.981
-1.674,-0.527,2.120,-219.482,-222.046,-99.792
-1.341,-0.872,3.093,-131.958,-263.367,-131.409
-0.443,-0.952,3.590,-37.415,-319.580,-66.528
2.520,-1.115,4.000,-55.298,-278.687,54.077
2.872,-0.982,3.250,-83.618,-164.185,144.653
1.522,-0.487,1.503,-102.173,125.549,79.407
-1.787,0.568,-1.471,-114.685,149.414,47.791
-1.709,0.667,-1.370,-102.722,-31.677,115.723
0.160,0.474,0.488,-37.292,-101.807,80.261
0.790,0.303,1.059,45.227,-89.478,-46.204
0.899,-0.087,1.159,18.311,-47.852,-42.786
0.719,-0.135,1.013,-15.320,-13.367,-10.681
0.587,-0.011,0.898,-17.151,7.080,35.767
0.555,0.473,0.755,1.953,3.174,35.767
0.535,0.595,0.667,13.306,2.075,6.409
0.469,0.506,0.627,3.906,4.089,0.122
0.533,0.449,0.725,-7.385,-3.479,12.817
0.785,0.496,1.007,0.244,-6.348,15.076
0.845,0.567,1.092,13.062,-3.540,8.423
0.872,0.611,1.121,30.762,11.841,-12.146
0.854,0.560,1.092,30.945,24.231,-19.897
0.815,0.504,1.053,29.724,46.143,-29.358
0.754,0.412,0.998,32.410,51.819,-29.419
0.737,0.380,0.972,38.391,55.115,-28.503
0.713,0.350,0.948,53.772,60.242,-29.602
0.656,0.282,0.964,60.242,62.927,-29.053
0.652,0.241,1.000,78.796,68.420,-28.992
0.648,0.135,1.039,92.163,73.181,-34.424
0.639,0.107,1.027,106.628,78.979,-41.138
0.641,0.105,0.998,131.531,88.440,-40.344
0.689,0.073,0.927,138.123,91.431,-33.630
0.690,0.046,0.959,133.911,102.173,-14.526
0.618,0.026,1.088,128.113,110.413,-6.897
0.557,0.034,1.115,128.662,118.652,-4.517
0.512,0.065,1.078,152.466,126.709,-14.832
0.584,0.125,0.735,162.537,125.793,-21.729
0.654,0.059,0.535,143.188,123.047,-18.616
0.639,-0.179,0.396,118.835,122.375,-2.441
0.593,-0.219,0.409,84.839,113.953,44.250
0.600,-0.046,0.443,82.764,105.774,63.293
0.672,0.091,0.410,90.393,96.558,71.472
0.762,0.206,0.320,116.150,83.008,44.922
0.855,0.253,0.156,118.469,82.275,24.719
0.833,0.191,0.122,89.722,85.571,15.015
0.779,0.042,0.096,72.266,85.510,23.987
0.779,0.029,0.078,62.378,83.435,35.034
0.821,0.066,0.059,61.951,72.449,49.011
0.908,0.210,0.007,60.486,69.031,50.781
0.908,0.244,-0.011,46.997,70.862,42.480
0.878,0.236,-0.005,43.274,73.059,31.982
0.854,0.221,0.010,42.603,74.524,20.630
0.846,0.188,0.026,32.776,71.655,14.221
0.904,0.107,0.064,19.470,70.557,23.865
0.934,0.075,0.081,-10.803,75.867,48.279
0.920,0.054,0.045,-16.968,78.857,51.636
0.913,0.081,0.027,-13.977,78.918,48.706
0.937,0.129,0.034,0.732,73.853,35.034
1.036,0.227,-0.016,4.028,74.890,26.245
1.066,0.227,-0.060,-5.188,77.820,18.005
1.050,0.172,-0.074,-15.686,78.308,22.583
1.016,0.156,-0.122,-27.405,78.613,30.701
0.967,0.160,-0.209,-37.537,75.989,41.443
0.883,0.210,-0.385,-31.921,72.510,37.109
0.855,0.258,-0.469,-14.099,60.608,18.677
0.789,0.414,-0.654,-4.822,54.565,12.390
0.767,0.500,-0.726,11.963,41.321,-5.554
0.744,0.607,-0.806,20.081,35.217,-19.165
0.743,0.625,-0.816,27.527,29.663,-34.180
0.759,0.614,-0.775,13.550,21.545,-37.170
0.812,0.490,-0.551,-8.423,18.982,-22.522
0.853,0.410,-0.452,-27.832,3.174,-11.169
1.025,0.246,-0.281,-18.555,-11.230,-18.250
1.104,0.225,-0.192,-5.371,-22.827,-21.545
1.234,0.251,-0.049,5.127,-31.311,-2.991
1.263,0.244,-0.018,1.770,-29.419,6.226
1.266,0.214,-0.010,-3.967,-19.226,9.766
1.222,0.146,-0.020,-4.395,-12.756,8.423
1.181,0.127,-0.038,-3.174,-0.488,4.089
1.094,0.097,-0.081,-2.502,3.723,2.808
1.055,0.093,-0.100,-1.465,5.859,2.991
1.023,0.093,-0.112,5.127,3.845,1.343
0.981,0.101,-0.126,10.559,1.892,-1.648
0.963,0.110,-0.126,16.907,-0.366,-6.287
0.923,0.144,-0.129,14.954,-0.244,-5.371
0.910,0.159,-0.137,2.563,0.427,2.930
0.905,0.178,-0.134,-0.427,-1.282,5.615
0.914,0.186,-0.120,0.610,-4.211,5.188
0.933,0.185,-0.093,5.798,-9.033,0.183
0.976,0.163,-0.052,8.667,-9.644,-2.869
0.986,0.156,-0.049,9.827,-7.812,-7.385
0.997,0.145,-0.053,6.653,-5.981,-6.653
0.994,0.144,-0.059,-0.916,-2.869,-2.563
0.991,0.154,-0.068,-2.563,-2.686,-1.404
0.989,0.158,-0.072,-2.319,-2.991,-1.770
0.985,0.157,-0.075,-1.343,-3.235,-4.395
0.986,0.133,-0.074,-2.075,-3.174,-4.700
0.985,0.118,-0.076,-2.686,-2.441,-4.333
0.973,0.105,-0.092,-1.892,-2.136,-3.845
0.970,0.110,-0.097,2.441,-3.235,-3.296
0.968,0.127,-0.096,3.845,-3.784,-3.418
0.968,0.134,-0.093,2.686,-3.723,-2.136
0.968,0.138,-0.089,-2.686,-3.662,2.258
0.971,0.142,-0.089,-3.052,-3.845,2.319
0.977,0.145,-0.090,-1.648,-4.395,1.038

1.253,0.689,-0.678,-26.184,-66.772,92.773
1.301,0.730,-0.721,-21.912,-79.407,99.915
1.375,0.833,-0.862,-18.372,-77.209,95.825
1.380,0.900,-0.935,-25.269,-67.200,79.285
1.405,1.002,-1.021,-38.513,-69.458,75.073
1.453,0.995,-1.038,-55.786,-76.233,73.486
1.492,0.963,-1.043,-92.163,-87.769,59.814
1.397,0.865,-1.026,-102.539,-93.262,42.053
1.273,0.830,-1.020,-103.149,-110.840,0.183
0.998,0.790,-0.981,-104.980,-128.357,-9.766
0.851,0.822,-0.941,-154.968,-168.213,-3.906
0.511,0.857,-0.781,-199.890,-183.838,-1.282
0.286,0.774,-0.657,-236.999,-193.665,-13.916
-0.377,0.302,-0.402,-227.478,-193.542,-83.008
-0.819,-0.118,-0.323,-200.195,-195.984,-118.164
-1.316,-0.555,-0.182,-195.190,-223.694,-92.590
-2.597,-0.605,0.948,-210.876,-241.638,-43.945
-2.865,-0.202,1.835,-236.816,-291.565,49.561
-1.713,1.277,3.737,-287.231,-306.396,117.798
0.228,2.406,4.000,-455.139,-287.292,293.518
4.000,3.115,3.737,-471.741,-259.460,236.450
3.474,1.681,2.555,-316.467,-167.358,-12.024
0.915,0.009,0.832,74.280,123.657,-317.383
-1.891,-0.887,-1.222,93.262,196.411,-162.964
-1.043,-0.334,-0.855,-52.490,75.745,77.942
0.529,0.656,0.315,-64.636,-31.311,83.618
0.713,0.900,0.627,-0.244,-111.938,26.733
0.890,0.788,0.915,18.127,-64.758,10.254
0.967,0.580,1.015,32.043,4.822,0.488
0.888,0.442,0.951,36.255,65.552,-9.766
0.443,0.466,0.460,27.954,53.650,-11.475
0.316,0.580,0.266,30.151,11.963,-19.775
0.342,0.856,0.152,45.532,-2.991,-30.823
0.391,0.973,0.165,63.843,-9.583,-45.532
0.398,1.004,0.259,79.834,-3.723,-74.524
0.642,0.852,0.401,75.378,-5.859,-89.172
0.683,0.719,0.473,83.862,2.075,-74.341
0.659,0.506,0.616,70.068,-5.432,-66.406
0.668,0.430,0.661,67.261,7.996,-51.392
0.735,0.433,0.753,66.040,20.691,-36.133
0.775,0.478,0.813,71.411,32.288,-15.137
0.805,0.528,0.867,107.910,45.227,7.935
0.862,0.602,0.836,128.723,48.523,5.371
0.895,0.578,0.778,146.790,54.077,-1.404
0.982,0.419,0.683,138.367,56.274,0.366
0.968,0.326,0.705,121.155,60.913,5.798
0.925,0.281,0.770,85.205,79.529,18.494
0.878,0.391,0.887,81.116,89.661,22.644
0.887,0.463,0.871,99.548,97.107,17.273
0.920,0.453,0.702,108.459,96.680,8.423
0.900,0.347,0.602,112.305,94.849,-0.549
0.844,0.228,0.547,109.192,94.360,-13.611
0.707,0.141,0.572,110.291,97.046,-16.052
0.674,0.166,0.557,120.544,96.313,-9.033
0.755,0.231,0.499,120.422,94.238,-1.465
0.821,0.243,0.519,115.417,95.276,5.249
0.857,0.208,0.526,112.427,101.868,-1.221
0.777,0.034,0.388,122.742,100.159,-14.465
0.714,-0.009,0.293,142.456,84.412,-21.301
0.770,-0.033,0.202,142.212,75.073,-8.057
0.797,-0.007,0.194,116.882,71.777,26.001
0.753,0.127,0.214,101.074,78.125,39.795
0.724,0.161,0.223,90.698,83.252,46.021
0.702,0.174,0.177,94.055,81.787,39.490
0.763,0.266,0.023,102.539,75.806,36.743
0.804,0.323,-0.042,96.497,59.631,37.415
0.838,0.325,-0.183,79.224,58.533,43.518
0.832,0.318,-0.193,53.467,63.721,55.054
0.822,0.310,-0.170,21.118,70.007,70.190
0.791,0.403,-0.210,36.621,63.965,60.120
0.801,0.555,-0.259,72.510,39.246,38.147
0.922,0.849,-0.320,66.406,31.677,37.842
0.987,0.910,-0.323,44.556,31.738,39.978
1.010,0.925,-0.284,-35.217,47.180,33.752
0.957,0.736,-0.186,-72.937,57.983,21.179
0.927,0.524,-0.162,-65.186,66.711,-41.443
0.861,0.188,-0.302,-23.376,61.584,-74.219
0.847,0.177,-0.397,29.419,36.926,-55.298
0.964,0.334,-0.382,19.470,23.376,-19.836
1.026,0.448,-0.307,2.258,16.174,6.409
1.071,0.551,-0.268,-11.597,23.193,9.705
1.114,0.553,-0.296,-9.705,30.151,-3.479
1.094,0.503,-0.327,11.719,35.706,-34.912
1.010,0.434,-0.344,21.362,32.654,-43.335
0.997,0.396,-0.336,22.888,28.137,-44.556
0.978,0.290,-0.267,7.935,23.010,-38.269
0.962,0.250,-0.260,1.282,24.231,-35.339
0.945,0.234,-0.272,-5.249,24.902,-27.649
0.923,0.230,-0.278,-5.066,22.278,-23.376
0.911,0.236,-0.273,5.615,12.634,-20.325
0.911,0.250,-0.245,13.184,5.493,-20.020
0.925,0.250,-0.214,19.348,-1.404,-19.836
0.935,0.251,-0.187,20.813,-8.179,-17.944
0.950,0.247,-0.135,13.245,-7.935,-14.160
0.954,0.240,-0.115,-3.052,-5.676,-7.019
0.969,0.230,-0.070,-4.028,-6.104,-7.019
0.982,0.228,-0.052,4.578,-8.545,-11.719
1.010,0.209,-0.024,7.263,-9.216,-12.329
1.035,0.197,-0.006,5.798,-6.836,-9.033
1.043,0.196,0.004,1.404,-3.296,-7.751
1.022,0.192,-0.012,-3.784,1.282,-6.409
0.993,0.185,-0.031,-11.047,6.409,-2.869
0.950,0.175,-0.075,-11.902,6.348,-0.305
0.941,0.175,-0.084,-7.812,2.563,2.808
0.922,0.204,-0.099,-2.319,-0.305,1.831
0.917,0.217,-0.103,2.441,-3.479,0.549
0.925,0.226,-0.095,6.592,-9.583,1.099
0.967,0.254,-0.061,7.141,-11.353,0.610
0.993,0.258,-0.037,0.854,-10.620,-1.343
1.016,0.224,0.008,-3.479,-8.179,-2.014
1.012,0.199,0.016,-3.418,-4.395,-4.944
1.001,0.162,0.012,-0.549,-3.906,-5.798
