aX,aY,aZ,gX,gY,gZ
1.001,0.157,0.006,2.136,-3.906,-5.737
1.001,0.160,-0.004,4.883,-3.540,-4.822
0.986,0.186,-0.028,4.089,-2.747,-3.845
0.976,0.195,-0.033,-1.404,-0.610,-0.244
0.958,0.201,-0.052,-2.502,-0.061,0.671
0.951,0.201,-0.064,-1.953,-0.610,0.061
0.944,0.192,-0.068,-1.221,-1.526,-0.732

1.161,0.878,-0.714,-10.254,-30.029,102.783
1.100,0.944,-0.858,-20.081,-31.250,93.323
1.002,0.988,-1.031,-30.029,-36.499,82.581
0.965,0.999,-1.073,-48.157,-52.002,77.087
1.041,1.008,-1.229,-50.903,-62.195,83.862
1.194,0.983,-1.317,-50.781,-75.378,90.454
1.383,0.904,-1.408,-34.363,-96.130,72.083
1.503,0.861,-1.600,-17.273,-105.103,53.711
1.412,1.021,-1.610,18.127,-158.081,54.260
1.181,1.439,-1.295,41.382,-197.510,49.011
1.029,1.545,-1.058,113.525,-231.750,-59.265
0.216,1.828,-0.721,130.005,-219.116,-140.930
-0.564,1.945,-0.500,79.407,-204.895,-209.900
-1.500,1.723,-0.059,-244.202,-213.806,-244.995
-3.469,-0.062,1.510,-372.131,-245.728,-224.670
-4.000,-1.011,2.434,-296.448,-395.142,-201.904
-3.134,-1.735,3.999,-198.791,-487.732,-169.617
-0.787,-1.775,4.000,-138.855,-549.133,56.091
4.000,-1.768,3.799,-104.797,-383.179,158.630
3.051,-1.388,2.631,-30.029,-39.734,110.168
-0.167,-0.536,0.448,38.269,371.094,-84.900
-2.570,1.108,-2.336,-34.363,221.558,47.180
-1.417,1.377,-1.652,-27.893,-110.474,115.356
0.180,1.111,0.411,45.837,-141.296,-10.620
0.562,0.591,1.094,-13.489,-124.573,-53.284
1.232,-0.452,1.835,-59.509,-94.727,-9.583
1.231,-0.360,1.826,-53.772,-47.485,18.555
0.708,0.507,1.115,6.897,31.982,29.419
0.391,0.723,0.713,14.526,47.607,18.494
0.190,0.747,0.430,8.728,32.104,-1.587
0.218,0.656,0.394,9.338,12.146,-4.089
0.346,0.660,0.584,25.879,-13.733,-19.714
0.601,0.644,0.995,29.114,-17.700,-24.414
0.712,0.588,1.106,26.794,-16.357,-27.283
0.770,0.523,1.142,26.367,3.418,-36.072
0.738,0.433,1.069,27.039,17.273,-39.246
0.689,0.405,1.010,26.978,34.363,-36.072
0.595,0.352,0.944,29.968,37.720,-34.546
0.559,0.330,0.897,35.706,39.490,-34.546
0.536,0.318,0.836,44.678,40.405,-31.616
0.529,0.283,0.772,43.518,39.307,-25.574
0.516,0.238,0.780,41.077,40.588,-19.714
0.448,0.157,0.823,48.279,42.969,-25.146
0.419,0.155,0.805,58.899,45.654,-32.776
0.434,0.171,0.747,64.148,44.739,-28.992
0.544,0.168,0.678,54.260,41.992,-17.273
0.608,0.139,0.699,39.551,40.161,-2.686
0.713,0.143,0.791,44.922,42.236,-4.211
0.738,0.165,0.806,66.589,52.979,-23.315
0.747,0.082,0.735,66.833,59.143,-30.640
0.773,-0.008,0.721,55.359,62.805,-24.963
0.813,-0.065,0.768,26.489,63.660,20.447
0.919,-0.006,0.921,27.283,64.087,40.894
0.944,0.095,1.005,58.655,70.129,45.471
0.919,0.291,1.080,76.477,78.186,32.227
0.894,0.288,0.989,89.539,89.416,11.536
0.874,0.192,0.805,82.825,110.046,-22.644
0.822,-0.082,0.513,61.340,110.779,-11.597
0.806,-0.120,0.508,37.109,94.421,46.326
0.800,0.072,0.583,46.143,85.022,64.697
0.785,0.214,0.582,60.120,78.735,69.336
0.769,0.343,0.562,75.684,74.585,55.115
0.804,0.451,0.417,73.853,78.003,40.344
0.840,0.371,0.298,56.824,89.355,7.812
0.813,0.187,0.154,43.335,91.125,8.545
0.786,0.153,0.156,27.832,87.891,24.719
0.775,0.158,0.193,15.869,72.937,57.068
0.771,0.243,0.235,24.231,66.101,56.519
0.760,0.281,0.226,43.884,57.739,34.851
0.772,0.296,0.154,43.701,56.702,27.283
0.788,0.251,0.134,34.607,56.213,25.146
0.793,0.188,0.151,9.155,53.040,33.081
0.783,0.113,0.204,3.784,49.988,39.124
0.792,0.117,0.208,17.944,41.382,42.969
0.854,0.172,0.238,35.095,37.231,36.438
0.886,0.233,0.208,51.941,34.790,28.992
0.915,0.287,0.165,49.316,37.476,27.100
0.916,0.303,0.124,29.785,41.443,32.837
0.899,0.283,0.146,-3.052,45.593,45.898
0.897,0.287,0.195,-2.197,44.495,46.387
0.913,0.338,0.166,22.217,36.560,38.086
0.932,0.420,0.132,32.104,29.785,33.386
0.977,0.593,0.159,35.706,26.428,26.978
0.995,0.599,0.178,16.541,37.048,7.751
0.992,0.440,0.210,2.686,45.654,-4.089
0.954,0.349,0.176,-5.127,59.814,-20.020
0.887,0.257,-0.003,-3.967,61.096,-17.822
0.879,0.245,-0.068,-5.920,56.335,-9.705
0.872,0.248,-0.068,-7.019,35.095,5.676
0.877,0.283,0.031,1.953,24.414,5.859
0.889,0.315,0.079,20.081,13.245,-0.488
0.918,0.382,0.100,22.705,12.634,-3.479
0.937,0.383,0.100,18.372,14.038,-6.958
0.959,0.346,0.108,-4.456,20.691,-10.498
0.991,0.198,0.185,-13.428,23.621,-10.132
0.982,0.150,0.206,-5.493,31.006,-9.644
0.959,0.119,0.179,5.981,33.142,-9.827
0.948,0.120,0.148,16.846,32.471,-10.376
0.942,0.149,0.089,29.236,25.818,-4.700
0.962,0.252,0.025,26.062,20.325,1.282
0.977,0.301,0.054,4.822,12.573,16.174
1.041,0.367,0.118,-5.859,14.099,22.583
1.069,0.366,0.112,-7.568,29.785,16.541
1.021,0.369,-0.032,2.441,38.940,6.104
0.995,0.385,-0.131,13.184,42.786,-4.395
0.966,0.426,-0.210,24.231,38.208,-10.864
0.930,0.560,-0.317,26.001,34.546,-7.935
0.931,0.602,-0.352,20.935,27.283,-6.714
0.937,0.556,-0.347,13.977,22.766,-9.033
0.933,0.483,-0.308,7.080,17.212,-10.620
0.924,0.406,-0.261,0.244,4.578,-6.470
0.944,0.280,-0.140,0.061,-2.747,-1.648
0.965,0.236,-0.071,4.150,-13.428,7.080
1.000,0.198,0.064,7.019,-16.479,11.108
1.021,0.207,0.118,12.024,-18.188,17.944
1.033,0.268,0.175,13.489,-16.235,17.334
1.022,0.302,0.175,13.977,-12.817,14.282
1.009,0.326,0.152,11.719,-4.883,4.028
0.977,0.332,0.094,8.179,-1.648,-1.953

1.360,0.925,-0.416,-46.143,-40.710,76.294
1.417,0.958,-0.482,-58.167,-21.973,83.191
1.383,1.032,-0.694,-66.040,-9.277,85.022
1.307,1.062,-0.811,-82.092,7.568,75.623
1.149,1.023,-0.956,-90.271,2.136,66.711
1.106,0.989,-0.953,-97.900,-9.644,57.556
1.061,0.927,-0.963,-96.313,-34.363,28.931
0.896,0.776,-1.012,-88.806,-52.124,14.465
0.769,0.734,-0.991,-75.745,-110.474,-1.099
0.557,0.760,-0.801,-68.604,-146.362,-2.991
0.460,0.827,-0.653,-54.749,-197.571,-23.926
0.228,0.904,-0.339,-54.321,-206.665,-56.091
0.072,0.823,-0.218,-64.697,-208.557,-97.717
-0.138,0.654,-0.108,-109.741,-224.426,-146.973
-0.673,0.248,0.233,-126.831,-241.882,-145.874
-1.021,0.170,0.518,-132.263,-267.761,-138.184
-1.806,0.185,1.416,-147.034,-276.917,-142.090
-2.051,0.056,2.036,-201.111,-322.205,-145.203
-1.227,-0.497,3.455,-206.055,-360.474,-118.042
0.324,-0.836,3.978,-106.384,-397.095,5.676
3.846,-0.705,3.961,-36.499,-305.054,69.275
3.153,-0.251,2.974,-19.043,-83.984,81.360
0.887,-0.024,1.048,-154.602,267.151,27.954
-1.538,-0.062,-1.509,-198.914,205.933,84.961
-1.020,0.363,-1.102,-54.871,-59.265,153.687
0.473,1.271,0.703,37.476,-116.577,81.543
0.953,1.043,1.295,51.147,-77.332,-48.279
1.127,-0.066,1.387,23.560,-25.879,-62.561
0.874,-0.276,1.073,6.714,19.531,-48.645
0.583,-0.123,0.764,4.700,45.288,21.179
0.328,0.558,0.484,12.268,33.325,41.382
0.312,0.739,0.460,33.081,13.489,15.747
0.355,0.704,0.455,45.349,6.897,-8.667
0.424,0.592,0.493,52.368,-0.732,-23.315
0.513,0.473,0.569,42.847,-15.137,-14.282
0.619,0.373,0.721,39.001,-18.738,-1.831
0.612,0.427,0.743,48.645,-22.034,10.925
0.596,0.552,0.743,55.237,-22.766,9.583
0.625,0.565,0.766,68.909,-16.296,-9.766
0.680,0.532,0.814,74.097,-8.423,-24.475
0.689,0.463,0.831,74.524,0.122,-37.231
0.687,0.361,0.843,68.970,16.296,-48.523
0.643,0.214,0.812,69.397,23.071,-47.546
0.625,0.211,0.791,72.754,26.489,-32.532
0.642,0.294,0.811,74.402,24.780,-23.499
0.654,0.342,0.815,76.843,24.231,-18.616
0.652,0.356,0.825,81.909,28.748,-22.278
0.650,0.324,0.808,86.365,33.203,-29.724
0.660,0.277,0.766,100.403,41.199,-47.119
0.718,0.169,0.736,103.638,41.870,-48.035
0.754,0.131,0.777,101.624,38.635,-32.532
0.773,0.113,0.859,100.037,38.757,-23.193
0.762,0.086,0.892,97.473,40.710,-17.456
0.744,0.030,0.928,97.717,51.758,-21.973
0.776,-0.095,0.846,105.041,60.913,-28.992
0.786,-0.139,0.788,103.699,69.580,-27.039
0.754,-0.190,0.796,87.036,68.176,-11.902
0.737,-0.199,0.826,66.956,67.993,8.301
0.731,-0.196,0.838,49.805,73.730,34.546
0.755,-0.172,0.784,56.396,77.576,34.668
0.785,-0.157,0.691,74.402,83.374,25.574
0.775,-0.110,0.555,72.876,84.167,29.175
0.757,-0.099,0.537,42.847,81.787,56.824
0.726,-0.120,0.593,25.696,79.712,71.350
0.710,-0.100,0.655,16.663,77.087,81.299
0.717,-0.049,0.700,29.053,74.585,85.754
0.799,0.074,0.600,44.739,78.003,76.477
0.839,0.097,0.464,65.613,91.614,44.189
0.788,0.028,0.333,59.326,95.825,33.936
0.736,-0.016,0.337,45.044,95.947,33.142
0.703,-0.027,0.356,22.400,85.327,54.993
0.761,0.084,0.392,23.743,77.454,65.857
0.826,0.188,0.345,36.011,72.266,75.378
0.884,0.305,0.228,36.316,74.768,70.129
0.863,0.275,0.175,35.583,77.881,55.725
0.804,0.225,0.129,37.292,77.332,25.330
0.710,0.196,0.084,34.302,69.153,26.672
0.731,0.222,0.123,18.066,45.959,55.786
0.889,0.315,0.141,15.564,40.039,66.223
0.949,0.349,0.128,17.395,39.978,66.711
0.956,0.360,0.112,19.775,49.683,42.664
0.888,0.315,0.032,20.447,53.955,28.442
0.835,0.287,0.043,22.034,47.241,10.620
0.826,0.301,0.085,19.836,39.673,13.794
0.868,0.337,0.103,11.902,32.654,23.437
0.901,0.375,0.119,-12.207,27.283,38.574
0.915,0.400,0.135,-21.057,28.931,34.485
0.899,0.395,0.103,-25.208,39.001,13.428
0.871,0.368,0.016,-24.963,40.283,3.723
0.893,0.328,0.013,-33.264,32.593,1.831
0.943,0.274,0.078,-42.480,29.236,9.827
0.956,0.270,0.088,-52.063,27.344,17.761
0.949,0.287,0.053,-62.500,26.123,24.292
0.951,0.306,-0.055,-65.002,24.048,21.240
0.971,0.272,-0.063,-56.824,14.648,3.906
0.959,0.219,-0.080,-39.185,10.925,-7.080
0.973,0.214,-0.097,-16.418,8.606,-16.479
1.010,0.225,-0.129,16.602,10.010,-23.926
1.100,0.252,-0.208,18.799,16.846,-27.771
1.121,0.226,-0.248,16.052,37.109,-38.086
1.108,0.169,-0.254,21.301,47.119,-38.147
1.064,0.217,-0.226,50.049,55.725,-12.024
0.961,0.563,-0.262,64.392,45.288,5.066
1.019,0.706,-0.259,70.801,21.912,12.878
1.098,0.776,-0.210,56.335,-4.578,13.611
1.108,0.829,-0.118,40.161,0.488,11.169
1.074,0.810,-0.098,5.371,11.719,-3.296
1.026,0.599,-0.042,-10.681,14.893,-11.719
1.023,0.416,0.005,-23.499,16.846,-19.531
1.026,0.224,0.051,-31.067,20.325,-29.907
1.018,-0.079,0.081,-27.771,22.156,-29.785
0.989,-0.156,0.075,-17.456,21.179,-12.695
0.918,-0.137,0.032,-9.277,17.273,0.366
0.891,-0.066,-0.001,10.986,5.066,17.151
0.863,0.118,-0.065,19.775,-2.319,19.409
0.861,0.209,-0.071,26.062,-9.094,18.982
0.869,0.287,-0.053,29.480,-18.311,17.151
0.917,0.390,0.011,26.306,-20.142,16.357
0.948,0.409,0.040,12.817,-18.250,10.803

1.211,0.860,-0.594,-65.247,-60.791,92.529
1.234,0.867,-0.645,-78.613,-57.312,101.807
1.216,0.844,-0.798,-85.632,-52.429,98.083
1.191,0.838,-0.875,-104.553,-54.626,98.145
1.164,0.901,-0.996,-114.929,-63.599,107.422
1.184,0.947,-1.040,-121.582,-76.111,115.967
1.232,0.974,-1.059,-109.741,-107.117,112.061
1.348,0.987,-1.110,-91.125,-122.864,101.685
1.350,1.016,-1.153,-38.269,-147.644,70.984
1.025,1.173,-1.128,-12.695,-158.630,48.523
0.745,1.307,-1.048,3.662,-173.035,19.836
0.491,1.403,-0.950,-3.601,-200.806,-63.721
-0.018,1.322,-0.681,-36.133,-201.172,-114.197
-0.444,1.108,-0.412,-132.324,-199.890,-199.585
-1.525,0.298,0.393,-162.476,-211.365,-221.313
-2.058,-0.150,0.866,-146.179,-263.916,-200.012
-2.823,-0.596,1.891,-109.863,-302.795,-187.561
-2.920,-0.666,2.512,-97.534,-410.889,-159.241
-1.061,-0.877,3.940,-143.250,-466.370,-62.317
1.313,-0.781,4.000,-170.837,-492.371,99.915
3.532,-0.368,4.000,-91.248,-225.891,224.304
1.789,0.639,1.484,-32.532,59.326,62.927
-0.781,0.712,-0.494,-73.914,254.333,-103.882
-1.595,0.206,-1.516,-138.245,116.943,7.568
-0.655,0.187,-0.647,-16.968,-123.901,75.317
0.504,0.649,0.991,60.974,-144.653,27.832
0.810,0.639,1.391,68.909,-126.465,2.625
0.974,0.446,1.528,10.498,-41.260,-11.230
0.761,0.229,1.295,-1.221,-2.686,-9.766
0.580,0.322,1.063,-2.930,28.259,7.629
0.300,0.490,0.659,1.709,29.480,6.836
0.250,0.510,0.555,14.160,18.433,3.174
0.354,0.617,0.621,24.170,9.277,1.465
0.453,0.716,0.754,36.560,1.160,-2.625
0.550,0.781,0.887,49.316,-0.671,-23.193
0.674,0.700,1.052,50.781,6.165,-35.461
0.687,0.622,1.057,56.458,26.733,-54.199
0.652,0.547,0.947,58.228,35.400,-56.396
0.642,0.514,0.888,56.213,40.405,-53.955
0.640,0.463,0.858,50.720,41.504,-45.837
0.609,0.383,0.888,52.979,40.955,-42.664
0.585,0.371,0.905,64.697,42.480,-39.185
0.548,0.350,0.869,67.688,43.579,-36.804
0.558,0.333,0.835,67.383,44.128,-31.433
0.587,0.323,0.788,65.735,45.776,-19.043
0.627,0.309,0.706,64.087,46.448,-14.343
0.617,0.310,0.723,56.519,44.983,-1.282
0.615,0.330,0.799,53.284,42.847,6.592
0.651,0.325,0.816,51.453,42.053,11.902
0.699,0.303,0.797,51.453,48.462,13.672
0.760,0.229,0.709,51.025,52.856,13.489
0.753,0.192,0.695,41.565,57.556,18.921
0.710,0.188,0.793,33.997,57.800,27.283
0.710,0.212,0.854,29.175,59.265,36.255
0.719,0.218,0.880,33.875,72.083,31.067
0.697,0.138,0.829,40.039,80.688,18.066
0.678,0.091,0.794,50.537,89.905,4.822
0.670,0.082,0.719,52.673,89.600,10.437
0.679,0.103,0.706,51.697,87.708,20.752
0.688,0.136,0.718,47.241,86.731,40.527
0.726,0.211,0.726,47.302,90.088,43.030
0.734,0.225,0.698,50.781,102.051,29.785
0.719,0.168,0.618,53.894,105.774,19.714
0.725,0.116,0.575,60.059,106.201,9.949
0.726,0.089,0.547,79.590,100.098,0.488
0.700,0.143,0.518,84.167,95.764,6.958
0.709,0.181,0.502,75.867,87.830,27.344
0.784,0.195,0.452,69.580,86.121,30.945
0.802,0.183,0.414,64.697,86.853,30.273
0.798,0.174,0.358,60.547,89.294,26.550
0.767,0.189,0.229,59.143,87.708,28.076
0.764,0.202,0.211,57.251,75.928,38.025
0.785,0.269,0.224,58.411,69.824,43.152
0.810,0.308,0.203,57.434,66.040,47.363
0.841,0.332,0.178,45.593,65.796,48.828
0.862,0.350,0.137,38.757,67.200,45.837
0.868,0.358,0.107,31.128,63.354,45.776
0.878,0.398,0.079,30.640,59.082,48.157
0.875,0.423,0.083,32.227,54.749,47.058
0.864,0.447,0.066,37.476,49.622,31.738
0.848,0.419,0.011,35.583,47.974,22.156
0.839,0.383,0.004,24.658,43.518,16.602
0.818,0.378,-0.028,17.395,39.551,23.071
0.819,0.402,-0.024,7.812,33.630,32.654
0.832,0.417,0.017,-6.287,19.226,38.940
0.891,0.441,0.125,-7.507,15.076,31.799
0.937,0.449,0.170,-6.836,19.348,12.085
0.980,0.401,0.249,-6.714,26.611,-0.854
0.959,0.350,0.255,-5.493,34.851,-14.038
0.925,0.304,0.236,-3.357,46.082,-24.109
0.914,0.264,0.152,-9.521,47.791,-16.418
0.936,0.257,0.131,-41.870,48.889,9.644
0.974,0.225,0.161,-53.955,49.866,14.893
0.971,0.217,0.137,-43.762,58.960,3.174
0.906,0.233,0.054,-29.602,63.171,-9.094
0.879,0.252,0.014,-16.174,63.538,-20.203
0.867,0.295,-0.044,-2.930,53.833,-25.085
0.896,0.445,-0.187,-7.446,46.265,-17.639
0.928,0.488,-0.206,-27.039,36.621,-3.296
0.980,0.484,-0.232,-25.208,38.269,-11.658
0.957,0.472,-0.321,2.747,49.744,-50.415
0.853,0.420,-0.484,9.216,49.866,-61.584
0.834,0.387,-0.493,8.606,42.664,-57.617
0.840,0.378,-0.462,13.062,14.709,-29.358
0.890,0.442,-0.360,21.790,-0.366,-20.081
0.949,0.441,-0.288,33.447,-20.935,-17.883
1.033,0.391,-0.150,31.189,-21.301,-15.686
1.053,0.373,-0.091,23.865,-19.287,-9.338
1.069,0.359,-0.029,11.292,-18.616,6.226
1.118,0.365,0.092,11.292,-19.043,11.047
1.133,0.381,0.129,13.794,-14.709,12.817
1.108,0.391,0.145,13.123,-10.315,9.949
1.085,0.387,0.134,8.301,-1.343,2.258
1.031,0.387,0.086,3.906,2.991,-1.099
0.996,0.378,0.059,-1.831,7.141,-4.456
0.968,0.353,0.035,-13.794,13.489,-8.667
0.932,0.273,-0.003,-17.273,14.893,-9.094
0.918,0.238,-0.013,-15.320,12.695,-9.827
0.911,0.194,-0.016,-10.437,9.399,-10.376

1.191,0.831,-0.756,-47.607,-66.895,59.937
1.247,0.909,-0.864,-69.336,-96.313,98.267
1.390,1.096,-0.992,-84.839,-113.403,117.737
1.474,1.160,-1.010,-110.229,-141.235,116.760
1.629,1.204,-0.979,-120.911,-148.376,100.952
1.715,1.155,-0.940,-130.981,-149.231,78.064
1.769,1.072,-0.910,-132.690,-127.625,11.475
1.581,0.933,-1.032,-119.873,-106.506,-22.522
1.300,0.904,-1.176,-99.670,-68.115,-90.149
0.598,0.829,-1.383,-98.511,-59.570,-122.314
0.164,0.764,-1.437,-104.858,-71.411,-180.725
-1.126,0.470,-1.210,-113.098,-104.919,-213.196
-1.787,0.220,-0.813,-120.911,-164.490,-229.248
-2.416,-0.052,-0.174,-119.019,-299.377,-183.777
-3.378,-0.888,2.081,-106.079,-353.332,-164.062
-3.397,-1.430,3.323,-103.271,-443.787,-107.361
-1.478,-1.061,4.000,-132.202,-493.957,70.129
0.733,0.984,4.000,-124.756,-462.219,621.887
4.000,4.000,3.457,-50.171,-276.794,500.122
2.310,3.056,2.023,-27.771,331.177,-386.658
-2.610,-1.122,-1.630,-135.254,449.158,-450.256
-2.256,-1.996,-2.321,-230.103,328.674,-201.477
-1.179,-1.786,-1.712,-60.059,-88.379,171.082
0.282,0.310,0.775,98.450,-202.332,157.776
0.797,0.993,1.572,102.417,-194.153,111.694
1.320,0.895,1.784,29.480,-108.887,77.515
1.014,0.531,1.337,-33.691,56.519,-25.391
0.138,0.058,0.322,-36.804,78.796,-36.072
-0.004,0.051,0.107,-31.372,63.232,-14.343
0.065,0.177,0.150,12.756,-6.592,29.053
0.440,0.517,0.590,38.330,-29.297,29.297
0.597,0.620,0.782,62.866,-30.579,6.958
0.725,0.666,0.917,61.035,-16.113,-5.310
0.700,0.640,0.866,50.293,0.244,-13.733
0.666,0.589,0.802,20.691,14.404,-12.146
0.666,0.504,0.783,15.930,12.817,-8.362
0.677,0.508,0.818,35.034,11.841,-16.174
0.733,0.516,0.858,52.612,13.367,-30.090
0.758,0.487,0.858,68.298,16.418,-45.227
0.764,0.448,0.872,74.463,22.827,-54.443
0.773,0.376,0.950,62.622,25.635,-44.189
0.777,0.336,0.990,40.894,38.574,-23.193
0.750,0.247,0.968,46.387,47.668,-24.841
0.709,0.222,0.904,77.454,60.181,-39.612
0.664,0.179,0.772,85.999,60.669,-39.246
0.663,0.148,0.750,84.961,58.533,-30.334
0.664,0.111,0.757,63.171,53.833,5.005
0.646,0.090,0.799,50.964,53.528,23.987
0.653,0.135,0.793,44.128,52.979,45.593
0.742,0.241,0.717,53.040,52.734,41.382
0.770,0.263,0.697,66.223,54.626,28.564
0.768,0.262,0.699,81.970,64.392,3.113
0.708,0.230,0.752,81.238,68.604,-1.404
0.695,0.222,0.797,76.050,70.374,5.188
0.731,0.212,0.813,76.172,71.960,7.874
0.756,0.198,0.763,78.613,75.500,6.165
0.775,0.174,0.694,82.214,81.726,-2.930
0.801,0.107,0.569,81.909,82.886,-5.432
0.798,0.086,0.538,79.712,82.520,-4.028
0.742,0.065,0.587,77.637,81.116,-0.366
0.714,0.070,0.633,74.646,79.346,5.188
0.712,0.088,0.657,68.298,77.698,18.860
0.785,0.105,0.574,67.078,80.750,20.447
0.795,0.089,0.495,64.087,90.942,9.705
0.709,0.051,0.350,56.946,93.445,7.080
0.665,0.040,0.302,44.250,92.041,10.986
0.636,0.044,0.296,6.348,79.285,39.001
0.663,0.124,0.361,-10.132,71.655,57.190
0.712,0.178,0.381,-17.456,64.331,68.665
0.780,0.244,0.393,-7.874,64.880,57.861
0.788,0.260,0.378,6.287,66.345,42.236
0.795,0.287,0.330,23.743,67.505,23.254
0.827,0.373,0.196,14.709,66.223,26.489
0.865,0.383,0.178,-22.644,60.364,43.579
0.937,0.369,0.224,-31.189,57.739,47.363
0.959,0.366,0.268,-13.367,53.284,35.034
0.968,0.405,0.331,2.258,54.321,23.743
0.965,0.423,0.295,12.817,58.899,12.451
0.950,0.416,0.250,11.719,68.115,-8.179
0.935,0.328,0.208,4.944,70.679,-13.611
0.943,0.288,0.192,-13.672,74.036,-6.897
0.976,0.243,0.089,-21.362,75.256,-0.977
0.984,0.217,0.051,-22.034,75.134,-0.061
0.988,0.192,0.029,-1.709,72.266,-10.315
0.953,0.197,-0.099,9.033,72.205,-12.146
0.924,0.195,-0.146,14.038,69.214,-9.155
0.916,0.142,-0.176,8.667,67.139,-6.165
0.911,0.106,-0.205,0.916,67.139,-1.221
0.906,0.066,-0.223,-0.488,67.078,11.353
0.903,0.080,-0.238,11.414,61.401,16.968
0.916,0.156,-0.261,44.678,34.912,24.414
0.989,0.366,-0.246,54.626,23.743,28.137
1.015,0.460,-0.223,54.749,17.029,32.349
1.004,0.580,-0.236,49.316,18.860,29.785
0.979,0.615,-0.255,42.358,20.081,26.001
0.958,0.649,-0.261,30.945,14.709,21.790
0.945,0.721,-0.229,27.161,9.949,21.240
0.963,0.728,-0.204,16.663,3.662,16.052
0.997,0.666,-0.166,10.132,5.005,9.521
0.994,0.596,-0.147,4.272,8.850,0.732
0.978,0.519,-0.142,-4.089,11.658,-19.470
1.000,0.314,-0.130,-11.475,9.033,-25.879
1.010,0.192,-0.116,-28.687,11.353,-22.705
0.977,0.009,-0.114,-28.809,12.939,-17.700
0.948,-0.023,-0.127,-8.850,8.484,-4.822
0.902,0.065,-0.135,5.493,2.319,3.296
0.902,0.146,-0.111,17.761,-5.188,10.864
0.920,0.218,-0.073,26.306,-15.320,16.968
0.956,0.310,-0.010,23.315,-14.404,13.977
0.956,0.324,0.007,12.939,-6.836,4.395
0.962,0.323,0.040,9.338,-4.944,1.648
0.972,0.322,0.051,7.141,-4.089,0.549
0.977,0.325,0.055,5.493,-1.404,-0.488
0.976,0.337,0.043,6.470,-0.305,-1.465
0.977,0.338,0.034,6.592,2.136,-4.333
0.967,0.331,0.015,4.639,3.418,-5.554
0.962,0.325,0.007,0.610,4.150,-6.287
0.958,0.324,0.006,-1.526,3.906,-5.371
0.955,0.331,0.006,-4.211,3.662,-3.601

1.197,0.975,-0.536,-64.941,-61.218,75.500
1.210,0.983,-0.605,-96.497,-55.908,63.049
1.206,0.939,-0.754,-111.511,-51.086,55.176
1.194,0.901,-0.828,-134.155,-47.180,41.016
1.209,0.846,-0.990,-140.686,-51.880,38.635
1.232,0.864,-1.069,-143.616,-61.279,42.725
1.284,0.913,-1.135,-130.737,-92.285,64.270
1.425,1.007,-1.151,-109.131,-110.779,63.721
1.413,1.041,-1.146,-34.241,-135.132,-3.357
1.081,1.172,-1.240,5.127,-141.296,-49.438
0.787,1.244,-1.348,28.503,-160.828,-107.117
-0.085,1.254,-1.404,-16.724,-180.115,-119.324
-0.587,0.982,-1.101,-89.233,-209.900,-129.578
-1.572,0.068,0.052,-181.396,-276.978,-129.028
-1.995,-0.312,0.675,-158.569,-309.387,-106.628
-2.450,-0.472,1.318,-41.016,-371.399,-80.933
-3.099,-0.236,2.903,-17.029,-403.686,-68.909
-2.595,-0.110,3.684,-54.626,-490.234,15.869
1.068,0.087,4.000,-69.153,-500.732,92.773
3.254,0.102,4.000,-69.702,-227.905,126.404
1.911,-0.246,2.012,-51.819,49.255,-1.404
-0.519,-0.309,-0.112,-48.584,245.178,-100.159
-1.697,-0.127,-1.468,-119.873,122.498,64.453
-0.675,0.688,-0.630,-69.092,-15.930,105.164
-0.006,0.868,0.287,66.467,-97.046,-18.250
0.817,0.228,1.400,44.556,-77.209,-33.752
1.051,-0.042,1.642,-5.066,-13.855,5.737
0.799,0.173,1.353,-4.822,19.043,15.991
0.468,0.283,0.953,-5.432,44.189,14.526
0.187,0.324,0.572,4.578,52.551,3.723
0.029,0.518,0.246,19.043,36.438,2.441
0.124,0.650,0.347,32.104,-3.906,2.441
0.446,0.741,0.798,29.907,-16.113,0.183
0.580,0.708,0.959,21.790,-14.465,-7.507
0.649,0.596,1.021,18.921,-4.089,-13.123
0.618,0.563,0.972,20.142,7.202,-19.897
0.577,0.554,0.905,31.494,22.400,-34.424
0.553,0.523,0.821,34.668,24.170,-38.086
0.568,0.482,0.822,32.288,23.193,-35.278
0.608,0.427,0.855,31.372,22.522,-30.457
0.617,0.401,0.876,31.494,23.437,-26.184
0.614,0.351,0.900,34.607,32.349,-26.611
0.547,0.223,0.916,40.283,38.574,-29.968
0.522,0.213,0.863,51.392,46.753,-23.926
0.572,0.324,0.724,49.072,45.471,-9.888
0.615,0.383,0.730,41.626,41.016,6.287
0.650,0.419,0.785,31.921,35.217,20.325
0.662,0.430,0.944,35.461,38.635,13.916
0.625,0.401,0.980,57.678,58.899,-18.494
0.567,0.280,0.874,68.909,69.763,-32.959
0.609,0.219,0.759,72.998,76.416,-35.706
0.663,0.183,0.674,58.228,74.402,-5.249
0.693,0.189,0.713,47.241,68.359,15.503
0.677,0.227,0.806,45.471,60.059,38.513
0.645,0.297,0.962,56.580,63.171,34.668
0.633,0.302,0.964,70.923,72.327,21.057
0.647,0.275,0.898,93.201,93.689,-12.329
0.754,0.140,0.717,92.651,98.083,-16.724
0.762,0.086,0.675,69.824,98.755,4.333
0.683,0.065,0.668,58.472,96.802,19.226
0.651,0.097,0.702,52.856,93.018,40.710
0.702,0.212,0.699,59.631,94.971,43.884
