"aX","aY","aZ","gX","gY","gZ"
-0.091,0.556,-0.825,-23.376,8.545,11.353
-0.077,0.610,-0.839,-10.010,3.784,8.728
-0.095,0.629,-0.909,28.870,-10.681,-3.235
-0.097,0.648,-1.064,35.522,-12.085,-2.502
-0.059,0.676,-1.079,24.902,-11.902,0.671
0.039,0.703,-0.968,18.921,-18.005,-4.578
0.052,0.686,-0.900,15.198,-34.058,-27.161
-0.019,0.589,-0.880,15.137,-37.964,-36.133
-0.039,0.551,-0.877,14.526,-38.818,-39.001
-0.029,0.532,-0.853,13.306,-36.682,-33.264
0.028,0.582,-0.782,13.611,-34.363,-29.663
0.069,0.622,-0.762,29.358,-36.316,-30.518
0.135,0.655,-0.751,42.053,-43.396,-35.706
0.135,0.678,-0.749,58.533,-51.575,-43.091
0.154,0.731,-0.748,66.467,-53.528,-44.128
0.181,0.755,-0.723,78.918,-59.753,-47.485
0.198,0.781,-0.670,122.742,-88.745,-68.909
0.199,0.836,-0.505,153.259,-111.267,-85.449
0.199,0.845,-0.418,230.591,-173.401,-128.296
0.142,0.784,-0.382,270.569,-206.970,-151.672
0.101,0.692,-0.487,268.799,-213.013,-155.090
0.279,0.715,-0.579,210.022,-171.997,-127.808
0.430,0.859,-0.535,148.315,-127.563,-102.966
0.543,1.006,-0.492,123.413,-106.628,-103.821
0.557,1.065,-0.501,152.161,-126.282,-122.864
0.504,0.966,-0.520,195.190,-162.231,-151.245
0.443,0.771,-0.398,190.491,-163.818,-150.574
0.443,0.728,-0.267,155.212,-141.907,-140.381
0.527,0.737,-0.047,144.104,-123.047,-131.409
0.579,0.796,0.007,142.883,-102.356,-120.117
0.622,0.863,0.031,166.809,-76.538,-101.929
0.644,0.960,0.041,182.678,-73.547,-98.816
0.656,0.941,0.021,189.758,-62.683,-103.516
0.745,0.817,0.045,174.561,-48.401,-105.469
0.785,0.782,0.119,134.766,-19.531,-109.253
0.743,0.728,0.285,124.817,-16.418,-113.281
0.677,0.707,0.319,122.681,-18.250,-115.845
0.628,0.696,0.320,125.854,-14.709,-109.863
0.708,0.584,0.283,129.639,-10.254,-104.065
0.778,0.505,0.265,133.728,-3.418,-95.032
0.786,0.441,0.285,130.737,-1.892,-93.384
0.734,0.418,0.338,126.221,-4.395,-94.849
0.673,0.403,0.402,122.253,-15.320,-97.778
0.631,0.378,0.442,124.939,-13.489,-93.994
0.679,0.344,0.401,131.714,2.502,-77.209
0.781,0.293,0.292,130.005,9.644,-71.289
0.780,0.264,0.266,118.469,13.733,-70.068
0.697,0.180,0.231,113.098,11.047,-70.984
0.672,0.129,0.211,106.384,9.033,-69.641
0.680,0.093,0.211,87.708,17.883,-57.739
0.783,0.069,0.206,79.163,30.090,-50.415
0.833,0.086,0.174,64.941,55.664,-39.795
0.921,0.060,0.025,57.312,62.683,-38.879
0.963,0.013,-0.033,47.791,64.880,-39.917
0.991,-0.020,-0.049,31.189,58.105,-40.344
1.039,-0.049,-0.069,26.550,55.908,-39.185
1.060,-0.033,-0.113,8.789,62.500,-37.598
1.121,0.041,-0.174,-4.761,64.148,-41.626
1.145,0.052,-0.160,-27.649,55.908,-59.875
1.136,0.060,-0.051,-29.236,44.556,-68.054
1.127,0.041,0.010,-20.813,25.940,-74.463
1.093,0.000,0.072,12.207,-20.447,-82.153
1.010,-0.114,0.166,24.353,-34.546,-80.750
0.987,-0.124,0.212,26.245,-34.851,-74.036
0.961,-0.096,0.277,20.325,-27.588,-74.402
0.939,-0.133,0.274,1.770,-9.399,-79.285
0.911,-0.288,0.245,-10.315,3.113,-79.285
0.902,-0.351,0.229,-18.677,14.221,-76.538
0.901,-0.399,0.185,-11.597,21.729,-62.195
0.939,-0.409,0.057,-3.662,23.987,-49.500
0.981,-0.376,-0.000,4.517,33.142,-22.888
1.094,-0.300,-0.133,6.104,35.400,-15.198
1.131,-0.292,-0.205,15.259,16.785,-19.836
1.109,-0.342,-0.278,23.804,-3.113,-26.428
1.073,-0.371,-0.270,32.837,-23.254,-30.640
1.041,-0.384,-0.243,32.715,-42.542,-31.494
0.996,-0.387,-0.125,18.799,-40.344,-32.349
0.965,-0.404,-0.052,-11.414,-29.968,-33.203
0.927,-0.420,0.113,-18.066,-28.687,-30.090
0.920,-0.413,0.188,-14.282,-31.006,-21.301
0.909,-0.399,0.262,-10.376,-29.175,-16.663
0.909,-0.398,0.262,-7.141,-24.841,-11.475
0.919,-0.384,0.250,-3.479,-15.259,-0.061
0.955,-0.329,0.220,-3.601,-11.902,3.235
0.968,-0.303,0.203,-6.653,-6.714,3.845
0.989,-0.246,0.175,-8.240,-4.517,2.625
1.005,-0.217,0.178,-7.202,-6.897,-2.258

1.226,-0.340,-1.312,-206.726,343.201,343.018
1.260,-0.413,-1.473,-127.258,230.225,363.953
1.200,-0.600,-1.870,-93.506,158.569,352.722
1.138,-0.662,-1.975,-148.254,57.373,330.261
0.871,-0.390,-1.591,-220.398,22.400,325.806
0.595,-0.128,-1.135,-277.954,-6.714,318.237
0.210,0.105,-0.626,-269.470,-46.997,283.020
-0.734,0.388,0.248,-212.463,-50.964,265.808
-1.240,0.527,0.512,-67.078,-46.143,270.874
-2.020,1.003,0.460,-26.855,-46.082,298.096
-2.136,1.415,0.343,-91.980,-25.024,375.671
-1.796,2.439,0.304,-139.648,-11.047,395.935
-1.346,2.972,0.348,-157.715,-5.188,396.179
-0.645,3.515,0.440,-120.422,23.254,360.413
1.697,3.534,0.586,-94.910,55.176,305.786
2.295,2.731,0.524,-70.679,37.354,17.883
0.350,0.900,-0.089,-67.505,-6.775,-134.094
-0.807,0.230,-0.485,-106.140,0.610,-169.006
-1.037,-0.425,-0.840,-126.770,45.898,-86.548
-0.631,-0.440,-0.838,-111.023,68.970,-13.000
-0.405,-0.324,-0.885,-3.540,29.785,36.621
-0.308,0.223,-1.090,18.677,20.264,54.749
-0.083,0.578,-1.074,-18.188,36.499,94.421
0.327,1.028,-0.948,-33.325,29.663,82.947
0.286,1.047,-0.926,-35.706,-5.249,20.386
-0.012,0.829,-0.906,-31.311,-16.052,-2.441
-0.080,0.703,-0.858,-21.667,-22.461,-14.771
-0.110,0.499,-0.784,8.301,-34.790,-24.170
-0.138,0.447,-0.785,13.000,-33.936,-22.217
-0.140,0.448,-0.781,-0.732,-16.907,-0.061
-0.048,0.569,-0.734,-5.676,-9.216,11.414
0.006,0.642,-0.711,4.456,-4.639,16.602
0.033,0.706,-0.749,17.151,-9.583,10.681
0.020,0.695,-0.779,29.358,-23.193,-2.991
0.025,0.680,-0.774,24.841,-26.062,-6.042
0.047,0.688,-0.761,18.677,-26.794,-7.568
0.073,0.706,-0.749,15.198,-30.334,-11.047
0.121,0.747,-0.716,19.409,-33.264,-14.465
0.143,0.767,-0.692,41.443,-45.044,-26.428
0.182,0.802,-0.671,60.059,-54.749,-35.278
0.176,0.809,-0.698,91.675,-73.975,-51.575
0.187,0.847,-0.743,96.680,-77.515,-55.420
0.210,0.876,-0.741,97.107,-78.125,-58.655
0.228,0.909,-0.728,95.581,-81.909,-69.092
0.247,0.955,-0.663,97.473,-85.999,-76.416
0.246,0.961,-0.610,107.849,-96.558,-94.666
0.219,0.955,-0.501,115.540,-102.112,-104.797
0.194,0.961,-0.468,131.592,-106.018,-118.591
0.184,0.982,-0.469,136.353,-99.243,-119.202
0.212,0.979,-0.504,136.047,-87.891,-117.920
0.245,0.975,-0.542,126.831,-68.176,-120.666
0.313,1.017,-0.544,125.610,-66.528,-128.235
0.332,1.024,-0.495,146.423,-89.416,-158.081
0.322,0.904,-0.318,166.992,-111.877,-175.293
0.279,0.826,-0.221,203.125,-140.869,-192.322
0.278,0.683,-0.038,210.266,-137.146,-187.195
0.331,0.637,0.030,209.961,-123.596,-175.659
0.390,0.631,0.068,203.125,-89.416,-148.621
0.471,0.686,0.091,206.665,-79.834,-141.479
0.476,0.681,0.095,223.511,-81.909,-146.301
0.484,0.529,0.153,223.206,-81.299,-149.353
0.481,0.447,0.216,181.702,-50.354,-135.193
0.457,0.399,0.379,149.109,-24.414,-120.239
0.461,0.405,0.436,120.789,1.526,-106.079
0.501,0.430,0.460,102.234,34.241,-85.022
0.699,0.430,0.371,113.708,37.964,-75.989
0.823,0.358,0.263,140.076,31.860,-68.481
0.920,0.265,0.119,135.010,28.564,-69.580
0.898,0.265,0.114,118.469,25.879,-71.899
0.881,0.271,0.114,78.491,26.123,-73.486
0.960,0.283,0.136,66.223,28.015,-71.289
1.032,0.288,0.137,70.129,28.503,-65.186
1.138,0.291,0.038,79.529,26.123,-65.186
1.153,0.292,-0.020,88.135,19.653,-68.359
1.128,0.227,-0.079,94.116,0.366,-79.346
1.114,0.170,-0.087,88.562,-5.859,-82.397
1.120,0.120,-0.075,64.453,-4.517,-79.895
1.148,0.075,-0.012,52.368,1.831,-75.806
1.166,0.090,0.012,40.161,15.320,-67.139
1.203,0.150,-0.037,41.321,16.846,-66.589
1.203,0.167,-0.080,43.701,12.634,-70.618
1.186,0.151,-0.102,39.917,-8.484,-87.524
1.092,0.075,-0.028,32.043,-17.944,-95.520
1.022,0.009,0.027,16.724,-22.827,-99.792
0.894,-0.086,0.150,11.292,-19.958,-93.262
0.848,-0.098,0.216,5.615,-8.911,-76.782
0.768,-0.104,0.289,2.075,-2.502,-70.923
0.736,-0.074,0.308,-4.395,3.540,-66.833
0.709,-0.037,0.332,-23.132,11.414,-66.528
0.664,-0.043,0.328,-30.701,16.418,-67.078
0.667,-0.075,0.271,-37.781,33.020,-54.810
0.791,-0.072,0.161,-37.231,36.621,-44.983
0.863,-0.074,0.121,-22.827,26.123,-33.691
0.960,-0.098,0.025,-13.428,17.334,-31.128
0.986,-0.118,-0.024,-5.249,5.859,-31.311
0.989,-0.163,-0.058,4.150,-26.917,-43.274
0.981,-0.280,-0.022,2.502,-40.466,-49.133
0.993,-0.315,0.032,-10.010,-41.565,-49.194
1.023,-0.366,0.089,-17.151,-32.288,-45.044
1.030,-0.386,0.094,-29.358,-16.235,-40.466
1.014,-0.446,0.103,-34.302,-11.658,-42.480
0.994,-0.477,0.105,-42.114,-2.625,-47.180
0.974,-0.509,0.112,-41.321,0.000,-47.119
0.964,-0.522,0.111,-34.363,-0.793,-44.922
0.957,-0.527,0.097,-7.568,-10.620,-33.081
0.956,-0.507,0.031,5.127,-15.869,-25.818
0.956,-0.489,0.004,12.878,-17.944,-15.625
0.966,-0.442,-0.001,8.850,-15.808,-13.062
0.975,-0.418,0.018,-2.991,-9.766,-9.888
0.994,-0.355,0.071,-7.629,-5.493,-8.667
1.007,-0.312,0.102,-10.986,-1.465,-7.385
1.022,-0.269,0.136,-13.367,1.709,-7.568
1.039,-0.223,0.207,-11.597,0.305,-9.338
1.032,-0.223,0.230,-3.845,-4.456,-12.085
1.007,-0.234,0.257,-0.793,-5.188,-12.268
0.992,-0.245,0.255,-0.366,-0.671,-13.245
0.958,-0.274,0.231,-3.296,3.418,-13.916
0.945,-0.287,0.225,-7.324,7.446,-14.282
0.934,-0.298,0.220,-13.855,13.672,-14.587

-2.627,0.170,-0.308,-139.648,36.560,233.032
-3.229,0.731,-0.125,-94.849,98.572,404.785
-3.511,2.822,-0.200,-39.001,115.051,521.057
-2.386,3.873,-0.265,44.128,199.646,731.567
3.172,4.000,-0.339,20.874,278.870,676.086
4.000,3.570,-0.391,-44.189,271.851,405.151
2.808,2.769,-0.823,-77.637,-68.359,-361.633
-2.691,-0.138,-2.077,-42.419,-220.459,-488.586
-3.127,-1.520,-1.815,-155.762,-128.174,-233.765
-1.229,-1.744,0.326,-203.979,-20.325,-85.693
-0.716,-1.116,0.682,29.968,13.184,95.215
-0.399,0.187,-0.478,137.085,25.696,167.725
-0.061,0.751,-0.958,133.240,75.317,216.431
0.318,1.177,-1.123,7.874,136.047,168.884
0.572,1.334,-1.199,-0.122,92.224,96.252
0.383,1.102,-1.256,14.709,-31.982,-36.255
-0.150,0.479,-1.129,-2.380,-62.622,-69.153
-0.264,0.254,-0.928,-45.593,-58.838,-61.646
-0.209,0.086,-0.512,-46.814,-41.748,-42.114
-0.154,0.095,-0.479,-30.090,-27.222,-23.682
-0.098,0.223,-0.749,19.470,-6.348,9.094
-0.054,0.328,-0.892,33.264,2.197,23.743
0.017,0.445,-0.976,36.621,6.287,37.109
0.169,0.610,-1.019,32.959,3.052,32.532
0.201,0.638,-0.998,18.982,-2.441,12.451
0.151,0.601,-0.918,12.329,-5.432,2.075
0.110,0.553,-0.888,8.850,-9.277,-6.470
0.077,0.511,-0.869,10.376,-17.700,-13.794
0.058,0.492,-0.860,14.587,-19.531,-13.245
0.068,0.496,-0.882,29.541,-23.071,-12.939
0.069,0.498,-0.961,34.241,-25.330,-14.038
0.076,0.519,-0.974,31.189,-24.963,-11.902
0.141,0.579,-0.922,32.227,-26.672,-12.695
0.164,0.596,-0.884,38.208,-32.959,-18.005
0.171,0.606,-0.846,55.420,-49.011,-35.889
0.171,0.631,-0.787,64.209,-54.993,-45.105
0.173,0.635,-0.789,79.895,-63.171,-59.204
0.162,0.619,-0.840,79.651,-62.256,-62.561
0.167,0.617,-0.848,61.218,-54.749,-64.941
0.217,0.603,-0.772,53.589,-54.687,-67.139
0.228,0.589,-0.714,52.307,-58.350,-70.740
0.228,0.576,-0.671,66.040,-67.383,-76.904
0.225,0.565,-0.648,76.782,-69.946,-77.576
0.226,0.575,-0.649,94.177,-72.388,-77.393
0.247,0.615,-0.643,99.060,-72.754,-78.003
0.280,0.638,-0.641,105.957,-75.684,-83.862
0.334,0.671,-0.628,109.192,-79.834,-88.867
0.359,0.690,-0.596,112.793,-84.473,-93.384
0.388,0.708,-0.549,129.517,-91.797,-101.257
0.417,0.730,-0.479,142.456,-96.130,-104.553
0.421,0.743,-0.441,161.011,-101.379,-111.877
0.481,0.781,-0.379,166.748,-102.539,-116.394
0.519,0.806,-0.365,177.673,-99.426,-123.230
0.572,0.886,-0.350,181.946,-97.778,-125.610
0.587,0.919,-0.334,186.523,-98.389,-128.601
0.592,0.928,-0.307,191.528,-102.966,-138.916
0.616,0.902,-0.226,189.331,-104.126,-144.775
0.643,0.879,-0.181,179.260,-105.041,-155.457
0.694,0.792,-0.092,171.204,-103.821,-157.715
0.693,0.754,-0.040,148.621,-87.402,-153.564
0.681,0.744,0.097,142.639,-77.209,-149.719
0.676,0.737,0.142,147.766,-73.608,-147.766
0.676,0.687,0.155,184.509,-91.370,-147.644
0.715,0.522,0.147,196.838,-98.816,-144.897
0.741,0.466,0.155,177.551,-83.069,-138.916
0.738,0.463,0.194,155.823,-69.946,-138.123
0.711,0.465,0.229,129.578,-57.373,-139.648
0.657,0.352,0.253,131.897,-57.434,-137.329
0.660,0.275,0.219,137.939,-56.580,-130.981
0.677,0.193,0.175,127.014,-38.391,-114.746
0.739,0.058,0.172,104.614,-19.470,-107.117
0.775,0.067,0.198,63.599,25.024,-92.834
0.832,0.111,0.107,55.542,42.175,-84.534
0.876,0.157,0.021,57.556,50.537,-67.810
0.942,0.221,-0.093,65.491,36.316,-67.871
0.951,0.168,-0.112,72.144,17.029,-72.205
0.958,0.108,-0.109,64.270,1.221,-77.576
0.964,0.064,-0.064,56.152,0.732,-77.759
0.954,0.046,-0.030,49.194,-10.132,-76.233
0.906,-0.001,0.060,48.096,-16.296,-75.500
0.874,-0.032,0.090,45.410,-18.738,-75.806
0.853,-0.071,0.126,28.931,-14.771,-78.308
0.867,-0.116,0.250,15.991,-8.911,-80.017
0.878,-0.130,0.304,-13.489,9.155,-82.397
0.947,-0.166,0.386,-27.039,19.043,-82.031
0.993,-0.189,0.415,-28.320,24.109,-77.515
1.061,-0.341,0.333,-20.752,24.841,-71.716
1.085,-0.423,0.241,-20.020,33.630,-63.049
1.112,-0.570,0.014,-50.537,71.655,-52.002
1.084,-0.680,-0.117,-66.833,83.618,-53.955
1.034,-0.812,-0.259,-53.284,63.721,-52.551
0.913,-1.017,-0.557,-29.297,39.856,-45.471
0.872,-1.029,-0.643,-5.005,3.662,-23.376
0.878,-0.856,-0.517,-10.071,-1.038,-10.681
0.912,-0.727,-0.353,-19.958,1.160,15.747
0.996,-0.475,0.006,-16.724,0.671,28.198
1.026,-0.365,0.142,-8.362,-0.549,37.842
1.055,-0.269,0.236,12.085,-1.770,47.180
1.110,-0.138,0.300,18.555,-0.488,46.021
1.123,-0.103,0.287,17.822,7.874,34.546
1.110,-0.081,0.220,15.381,12.268,26.245
1.094,-0.087,0.176,20.325,9.583,11.475
1.060,-0.112,0.089,26.001,3.113,5.066
1.037,-0.132,0.047,29.480,-3.235,-1.099
1.010,-0.150,0.021,23.682,-9.766,-10.254
0.971,-0.177,0.032,17.334,-9.705,-12.756
0.960,-0.184,0.051,7.690,-5.554,-13.428
0.942,-0.196,0.073,4.700,-2.869,-11.780
0.937,-0.194,0.084,2.502,-0.671,-9.521
0.944,-0.176,0.107,0.549,0.610,-5.188
0.949,-0.167,0.114,1.221,-0.183,-3.357
0.955,-0.159,0.116,3.662,-1.892,1.404
0.966,-0.144,0.116,3.174,-1.282,3.967
0.970,-0.136,0.122,-0.793,2.136,6.958
0.976,-0.135,0.131,-2.258,4.395,7.141
0.976,-0.136,0.121,-3.052,6.104,6.653
0.977,-0.135,0.108,-3.113,5.188,4.456
0.971,-0.147,0.086,-2.014,2.747,3.174
0.964,-0.155,0.081,-1.526,-0.305,2.014

-1.548,1.008,-0.741,-107.422,130.432,285.645
-1.697,1.308,-0.830,-84.900,136.292,334.106
-1.291,2.405,-0.717,-29.663,116.211,368.408
-0.447,3.037,-0.652,68.481,125.977,409.485
1.999,3.005,-0.561,47.913,126.343,344.299
2.191,2.226,-0.634,-1.099,94.421,189.575
1.213,1.332,-0.832,-38.330,-36.316,-157.166
-1.177,-0.063,-1.189,-44.983,-71.167,-201.416
-1.318,-0.425,-1.039,-96.680,-16.174,-68.787
-0.504,-0.332,-0.232,-92.896,5.615,-8.484
-0.280,-0.058,-0.099,14.648,-4.517,27.527
-0.098,0.452,-0.621,46.143,9.888,38.452
0.049,0.659,-0.858,17.700,41.138,45.654
0.223,0.858,-0.980,5.615,28.320,27.100
0.157,0.802,-0.964,3.906,4.578,-0.183
0.049,0.689,-0.911,-4.700,-21.484,-35.767
-0.065,0.467,-0.758,-10.620,-21.545,-39.124
-0.076,0.399,-0.719,-10.071,-15.015,-32.227
-0.057,0.367,-0.775,-4.028,-9.521,-25.146
-0.042,0.399,-0.826,19.043,-6.653,-13.184
0.026,0.509,-0.886,29.358,-8.850,-9.766
0.066,0.549,-0.893,33.691,-10.498,-8.484
0.096,0.580,-0.887,24.475,-8.728,-8.118
0.122,0.611,-0.858,18.127,-7.385,-9.155
0.119,0.605,-0.849,14.587,-11.475,-16.479
0.097,0.574,-0.831,15.320,-15.015,-20.813
0.086,0.565,-0.830,17.883,-19.287,-25.940
0.097,0.590,-0.836,20.874,-21.912,-27.405
0.112,0.608,-0.839,25.513,-27.283,-30.090
0.124,0.620,-0.839,34.485,-41.382,-37.231
0.162,0.651,-0.827,39.490,-46.265,-40.527
0.187,0.677,-0.820,60.425,-58.167,-52.307
0.210,0.726,-0.802,76.111,-67.932,-61.707
0.212,0.739,-0.787,108.521,-91.003,-80.872
0.213,0.732,-0.763,121.277,-100.586,-88.989
0.217,0.714,-0.754,130.249,-109.009,-95.459
0.226,0.691,-0.741,136.414,-117.493,-102.417
0.236,0.655,-0.696,134.705,-116.272,-102.905
0.232,0.652,-0.667,126.099,-108.704,-98.083
0.274,0.676,-0.604,121.765,-102.051,-95.337
0.308,0.692,-0.577,124.817,-98.816,-100.159
0.336,0.733,-0.484,135.071,-106.201,-107.910
0.343,0.735,-0.403,152.039,-118.652,-118.408
0.349,0.716,-0.314,194.397,-147.034,-138.977
0.422,0.724,-0.132,215.027,-152.161,-144.226
0.500,0.735,-0.115,259.460,-146.973,-151.001
0.548,0.769,-0.254,267.761,-141.235,-151.855
0.550,0.791,-0.276,237.122,-125.366,-147.888
0.567,0.757,-0.175,212.463,-120.605,-148.193
0.579,0.710,-0.084,188.721,-117.676,-147.644
0.591,0.677,0.010,141.418,-95.337,-138.977
0.666,0.627,0.188,120.544,-76.355,-132.507
0.697,0.604,0.258,105.835,-46.265,-120.666
0.733,0.624,0.275,110.779,-36.743,-113.770
0.742,0.638,0.238,117.187,-22.217,-96.619
0.801,0.608,0.238,110.779,-18.250,-91.553
0.838,0.565,0.299,101.440,-16.113,-89.966
0.850,0.521,0.371,90.576,-12.878,-90.576
0.821,0.499,0.461,90.881,-9.460,-88.623
0.793,0.504,0.456,100.281,1.953,-79.895
0.782,0.475,0.356,103.333,9.521,-74.890
0.809,0.454,0.301,89.783,28.870,-70.251
0.861,0.361,0.242,78.613,36.682,-70.129
0.871,0.307,0.211,70.374,41.382,-69.214
0.882,0.266,0.165,64.331,45.288,-65.918
0.881,0.234,0.079,64.880,42.725,-65.186
0.884,0.225,0.056,71.350,23.804,-69.702
0.875,0.198,0.051,70.862,12.634,-74.707
0.848,0.166,0.086,64.758,5.676,-79.712
0.824,0.146,0.138,46.753,12.085,-78.369
0.825,0.115,0.167,40.527,22.949,-71.838
0.851,0.112,0.130,29.907,47.546,-57.434
0.917,0.087,0.007,23.376,55.420,-56.702
0.921,0.054,-0.036,17.151,57.861,-58.594
0.918,0.024,-0.064,13.794,48.401,-59.814
0.932,-0.035,-0.133,16.602,38.635,-59.998
0.955,-0.070,-0.166,20.325,19.775,-60.547
0.957,-0.100,-0.205,19.226,12.695,-60.303
0.950,-0.112,-0.202,6.470,2.625,-63.477
0.926,-0.148,-0.162,-6.165,2.502,-66.345
0.926,-0.155,-0.138,-20.325,6.165,-68.359
0.945,-0.147,-0.115,-33.325,5.432,-68.237
0.985,-0.126,-0.056,-27.222,-5.432,-67.688
0.995,-0.134,-0.029,-4.333,-32.166,-64.636
1.033,-0.138,0.030,4.761,-39.795,-60.242
1.056,-0.149,0.034,15.625,-43.518,-53.345
1.096,-0.207,-0.012,14.282,-41.992,-51.880
1.108,-0.235,-0.019,6.470,-38.452,-51.514
1.101,-0.296,-0.005,-16.052,-29.419,-56.030
1.084,-0.342,-0.000,-22.278,-27.344,-59.692
1.063,-0.392,0.011,-19.775,-29.114,-60.852
1.044,-0.471,0.070,-14.038,-29.053,-56.519
1.042,-0.491,0.089,-4.150,-19.165,-42.236
1.027,-0.476,0.097,-2.014,-11.475,-33.752
1.024,-0.459,0.102,1.953,1.160,-18.921
1.019,-0.442,0.094,5.371,4.578,-13.245
1.012,-0.426,0.088,8.545,6.287,-8.057
1.001,-0.403,0.084,10.254,8.179,0.366
0.981,-0.354,0.083,7.874,10.254,2.380
0.972,-0.332,0.087,1.953,12.390,3.845
0.946,-0.303,0.087,0.000,12.268,4.028
0.937,-0.291,0.087,-1.953,12.024,3.540
0.931,-0.280,0.090,-4.578,8.179,1.282
0.920,-0.266,0.106,-3.601,4.333,0.244
0.915,-0.264,0.107,-1.160,-1.160,-1.221
0.909,-0.261,0.116,-1.587,-2.075,-1.526
0.909,-0.257,0.128,-1.465,-4.028,-0.549
0.918,-0.255,0.141,0.671,-5.615,0.549
0.922,-0.253,0.135,3.113,-7.019,1.709
0.930,-0.240,0.137,4.822,-7.324,4.639
0.937,-0.233,0.134,4.272,-5.554,6.470
0.949,-0.222,0.126,0.549,-0.549,9.338
0.980,-0.187,0.128,-2.136,1.038,9.033
0.995,-0.175,0.141,-5.432,0.061,5.432
1.003,-0.170,0.172,-5.127,-1.404,3.418
0.998,-0.172,0.180,-3.357,-2.380,2.075
0.991,-0.177,0.182,2.380,-2.930,2.075
0.981,-0.195,0.176,3.784,-2.136,2.563
0.976,-0.198,0.173,1.465,0.977,2.869

1.217,-0.600,-0.820,-148.193,85.571,145.569
1.022,-0.728,-0.827,-120.117,89.783,154.724
0.376,-0.870,-0.924,-104.980,97.534,178.162
-0.052,-0.909,-0.986,-51.636,86.670,254.883
-1.155,-0.887,-1.074,-25.146,73.242,305.847
-1.765,-0.724,-1.096,-13.794,69.458,360.657
-2.377,-0.299,-1.024,-56.458,85.144,464.661
-3.640,1.486,-0.485,-91.309,97.107,506.165
-4.000,2.611,-0.104,-107.361,107.361,569.458
-2.931,4.000,0.456,-75.256,132.812,606.018
-0.214,4.000,0.314,-6.775,258.484,576.233
4.000,3.778,-0.322,-23.071,185.608,291.870
2.622,2.896,-0.505,-33.875,0.244,-133.911
-0.784,1.353,-0.688,-42.358,-165.222,-538.208
-2.926,-1.868,-0.842,-87.891,-76.965,-376.221
-1.844,-2.174,-0.481,-124.695,36.194,-3.357
-0.665,-0.895,-0.339,-30.334,22.034,60.791
-0.515,-0.101,-0.673,76.904,20.752,127.502
0.257,1.032,-0.820,34.363,44.983,142.334
0.471,1.237,-0.729,-7.446,49.255,117.126
0.383,1.180,-0.744,-0.854,8.606,11.169
-0.078,0.711,-0.896,9.338,-5.066,-19.897
-0.178,0.483,-0.894,8.545,-22.461,-31.067
-0.211,0.222,-0.822,3.784,-22.461,-20.874
-0.219,0.219,-0.798,-6.104,-7.996,10.742
-0.176,0.380,-0.814,-3.052,1.770,23.987
-0.115,0.489,-0.839,5.371,7.202,29.907
-0.046,0.583,-0.870,27.649,-1.160,18.860
0.040,0.654,-0.922,35.828,-10.498,8.179
0.057,0.632,-0.926,36.011,-26.550,-11.353
-0.007,0.561,-0.910,30.945,-31.250,-18.494
-0.031,0.558,-0.893,19.897,-36.804,-22.400
-0.004,0.607,-0.833,18.921,-38.940,-21.545
0.026,0.641,-0.799,21.606,-40.466,-21.484
0.098,0.722,-0.737,35.950,-42.297,-28.992
0.132,0.769,-0.707,50.354,-48.462,-39.551
0.144,0.811,-0.678,93.994,-74.707,-73.120
0.131,0.851,-0.645,117.371,-90.454,-90.576
0.117,0.839,-0.630,152.405,-107.605,-115.967
0.103,0.780,-0.558,158.997,-112.671,-125.061
0.100,0.746,-0.488,161.438,-118.408,-134.338
0.056,0.653,-0.408,170.349,-136.230,-155.457
0.018,0.601,-0.439,179.077,-141.174,-160.156
0.020,0.570,-0.495,182.739,-115.417,-136.353
0.177,0.664,-0.591,172.363,-88.074,-115.540
0.288,0.771,-0.628,150.085,-45.166,-94.177
0.450,0.984,-0.663,144.287,-41.199,-100.830
0.497,1.025,-0.636,140.503,-51.147,-119.812
0.495,0.991,-0.505,139.648,-87.524,-155.701
0.481,0.962,-0.427,137.756,-93.323,-160.522
0.486,0.943,-0.357,125.427,-75.562,-153.503
0.555,0.978,-0.284,120.361,-63.721,-147.644
0.606,1.016,-0.270,124.756,-65.125,-145.569
0.704,0.984,-0.184,135.620,-78.979,-150.452
0.742,0.907,-0.099,159.485,-103.638,-158.813
0.781,0.759,0.062,163.818,-101.318,-156.982
0.775,0.723,0.113,161.621,-89.722,-151.367
0.755,0.701,0.131,143.616,-58.899,-137.329
0.735,0.677,0.076,128.235,-43.030,-129.089
0.765,0.675,0.022,83.008,-4.150,-113.770
0.868,0.669,0.008,57.922,11.292,-111.328
0.889,0.657,0.074,40.100,17.456,-113.220
0.874,0.621,0.149,45.776,6.470,-122.437
0.745,0.451,0.178,65.186,-2.258,-123.779
0.696,0.359,0.123,91.797,-2.625,-107.361
0.730,0.311,-0.049,86.365,10.254,-95.154
0.788,0.338,-0.134,53.040,32.471,-86.060
0.846,0.357,-0.210,39.307,29.419,-90.637
0.828,0.306,-0.207,31.738,19.531,-96.558
0.799,0.232,-0.191,24.231,4.700,-98.511
0.745,0.108,-0.144,22.888,0.122,-94.360
0.725,0.074,-0.118,31.860,-11.719,-81.787
0.667,0.067,-0.076,42.969,-19.531,-76.782
0.655,0.040,-0.063,65.002,-38.391,-68.481
0.715,0.003,-0.007,68.298,-41.992,-63.599
0.762,0.009,0.016,67.566,-39.673,-58.533
0.811,0.024,0.023,62.439,-30.579,-51.758
