"aX","aY","aZ","gX","gY","gZ"
0.452,0.071,-0.181,214.966,-171.020,-166.321
0.721,0.019,-0.021,216.003,-171.814,-165.588
0.898,-0.011,0.081,225.891,-186.279,-121.704
0.884,-0.044,0.117,245.117,-194.214,-80.933
0.731,-0.005,0.023,288.513,-167.297,-32.104
0.618,0.035,-0.044,291.382,-146.667,-38.757
0.629,0.019,0.005,279.602,-136.108,-59.265
0.616,-0.025,0.082,242.126,-147.461,-114.502
0.581,-0.115,0.263,225.952,-156.555,-138.428
0.602,-0.140,0.346,207.031,-156.494,-155.823
0.668,-0.158,0.452,204.590,-148.315,-147.034
0.658,-0.149,0.461,209.167,-118.896,-117.615
0.556,-0.235,0.475,211.182,-104.919,-110.718
0.481,-0.377,0.516,211.243,-99.670,-113.464
0.424,-0.577,0.602,209.351,-110.107,-140.747
0.399,-1.039,0.922,205.994,-113.647,-155.701
0.403,-1.226,1.103,176.941,-96.619,-164.734
0.516,-1.335,1.445,147.827,-80.322,-157.410
0.676,-1.245,1.575,71.167,-50.476,-114.075
0.921,-0.891,1.461,38.208,-31.128,-77.087
0.912,-0.713,1.219,16.052,-8.850,-35.828
0.828,-0.548,0.909,2.502,10.498,31.677
0.652,-0.213,0.357,9.277,5.188,45.959
0.620,-0.078,0.224,35.400,-10.010,32.532
0.583,-0.047,0.258,47.791,-15.991,11.414
0.577,-0.155,0.377,56.641,-19.653,-13.184
0.615,-0.286,0.510,57.495,-18.066,-54.626
0.756,-0.526,0.699,50.049,-14.893,-62.866
0.803,-0.606,0.736,32.043,-7.202,-51.514
0.818,-0.671,0.748,26.855,-2.869,-37.903
0.826,-0.637,0.725,18.127,1.709,-9.338
0.821,-0.472,0.581,13.000,1.892,1.099
0.766,-0.412,0.505,10.437,1.648,7.507
0.703,-0.386,0.479,14.587,1.587,6.104
0.657,-0.395,0.569,15.686,1.831,-0.122
0.679,-0.401,0.618,7.507,3.357,-13.306
0.738,-0.407,0.628,1.404,4.883,-16.174
0.760,-0.419,0.615,-3.662,6.653,-15.869
0.783,-0.437,0.592,-9.277,7.385,-8.850
0.770,-0.447,0.581,-10.071,7.568,-3.296

0.870,-0.990,0.791,-26.123,14.404,-34.607
0.757,-1.074,0.826,-37.292,24.841,22.949
0.387,-1.467,1.003,-45.166,34.546,55.176
0.229,-1.683,1.181,-88.562,62.012,105.103
0.052,-2.034,1.530,-128.357,84.045,124.573
0.016,-2.137,1.613,-175.903,112.244,144.897
-0.015,-2.179,1.598,-262.329,175.781,205.872
-0.149,-2.070,1.329,-293.823,207.947,251.160
-0.248,-1.927,1.131,-333.130,263.733,348.755
-0.626,-1.620,0.706,-345.886,287.964,389.832
-0.939,-1.608,0.503,-410.217,336.548,455.994
-1.343,-1.537,-0.149,-454.346,349.121,467.895
-1.297,-1.231,-0.672,-484.253,350.891,465.027
-1.200,-0.866,-1.163,-482.239,360.596,458.984
-1.229,0.096,-2.120,-472.107,357.422,457.275
-1.243,0.534,-2.513,-500.366,274.231,368.164
-0.912,0.822,-2.776,-510.437,215.210,274.841
-0.583,0.820,-2.789,-437.256,142.639,97.595
0.060,0.812,-2.642,-357.727,138.855,55.420
0.244,0.807,-2.435,-270.325,145.203,53.711
0.301,0.764,-2.174,-167.725,136.108,90.454
0.275,0.677,-1.863,-164.612,116.699,91.431
0.264,0.640,-1.822,-165.588,80.017,70.679
0.262,0.579,-1.632,-146.912,70.618,62.378
0.250,0.579,-1.492,-106.995,66.406,56.824
0.204,0.531,-1.289,-100.281,69.397,53.528
0.182,0.505,-1.215,-102.295,66.345,43.823
0.178,0.476,-1.152,-122.375,54.260,22.705
0.191,0.373,-1.054,-132.141,53.772,14.465
0.215,0.301,-1.021,-132.935,66.772,3.723
0.264,0.182,-0.977,-124.512,69.702,1.587
0.279,0.155,-0.959,-114.746,68.970,1.587
0.277,0.128,-0.925,-105.896,62.744,9.033
0.235,0.071,-0.826,-108.765,57.373,11.841
0.212,0.055,-0.812,-124.756,53.467,12.817
0.195,0.027,-0.896,-134.094,57.495,13.062
0.208,0.004,-0.989,-140.015,66.956,14.099
0.232,-0.077,-1.169,-133.728,67.017,15.259
0.234,-0.115,-1.229,-122.803,62.805,15.930
0.225,-0.148,-1.270,-93.201,49.988,17.151
0.195,-0.176,-1.322,-77.820,44.373,16.968
0.176,-0.169,-1.323,-49.316,34.302,17.456
0.147,-0.095,-1.463,-35.889,28.687,19.287
0.121,-0.096,-1.554,7.690,18.433,21.362
-0.004,-0.080,-1.064,18.127,6.470,13.184
0.036,-0.015,-0.865,7.996,-5.981,2.258
0.072,-0.019,-0.834,-14.709,-8.301,-1.953
0.088,-0.078,-0.901,-1.953,2.625,-1.282
0.119,-0.096,-0.964,20.081,16.785,-2.991
0.156,-0.135,-1.239,21.729,15.564,1.282
0.135,-0.122,-1.376,32.410,9.338,15.381
0.100,-0.057,-1.634,44.861,4.333,21.179
0.080,-0.028,-1.726,59.875,-4.028,25.452
0.057,-0.003,-1.767,97.961,-25.940,23.682
0.020,0.036,-1.719,119.812,-36.926,16.418
0.012,0.065,-1.669,157.837,-58.899,-2.136
-0.010,0.120,-1.575,172.424,-67.566,-10.864
-0.019,0.153,-1.554,196.045,-77.087,-26.672
-0.028,0.235,-1.559,205.017,-78.735,-33.752
-0.038,0.250,-1.540,212.769,-81.055,-41.626
-0.047,0.250,-1.488,227.295,-96.680,-63.782
-0.045,0.248,-1.328,229.797,-107.727,-75.806
-0.035,0.245,-1.261,224.976,-124.573,-92.896
0.007,0.239,-1.177,225.037,-130.676,-98.511
0.028,0.236,-1.129,235.168,-139.404,-107.788
0.058,0.233,-0.989,240.784,-140.869,-112.488
0.073,0.234,-0.911,243.164,-140.076,-116.760
0.095,0.241,-0.844,234.863,-136.780,-121.460
0.144,0.248,-0.766,227.234,-138.428,-121.521
0.163,0.250,-0.751,221.680,-146.912,-122.864
0.176,0.267,-0.694,224.609,-148.682,-125.854
0.179,0.258,-0.632,230.347,-149.231,-142.517
0.230,0.234,-0.504,230.591,-151.062,-153.198
0.265,0.214,-0.436,230.347,-153.931,-161.560
0.309,0.197,-0.356,229.797,-157.959,-169.006
0.390,0.162,-0.186,227.417,-157.532,-168.518
0.428,0.127,-0.102,221.252,-152.710,-167.053
0.520,0.071,0.043,217.346,-150.574,-166.626
0.549,0.049,0.083,210.388,-143.616,-159.973
0.590,0.030,0.148,208.557,-135.986,-153.931
0.608,-0.003,0.194,205.078,-127.930,-148.560
0.628,-0.054,0.236,186.218,-120.483,-146.362
0.698,-0.104,0.316,175.537,-120.178,-147.583
0.728,-0.145,0.355,162.720,-116.638,-148.010
0.781,-0.277,0.454,156.311,-114.197,-147.156
0.806,-0.326,0.484,144.958,-111.511,-139.893
0.845,-0.397,0.529,140.686,-106.750,-132.935
0.873,-0.392,0.560,137.756,-99.426,-124.268
0.880,-0.350,0.583,131.775,-81.848,-102.295
0.859,-0.336,0.589,127.319,-73.608,-90.454
0.838,-0.323,0.587,123.718,-64.331,-71.228
0.812,-0.275,0.558,122.437,-61.829,-63.904
0.789,-0.269,0.555,117.981,-55.359,-57.007
0.746,-0.278,0.565,113.220,-53.833,-59.021
0.740,-0.272,0.558,106.201,-53.650,-64.636
0.750,-0.257,0.546,91.309,-52.856,-79.468
0.788,-0.240,0.516,85.144,-52.856,-84.167
0.802,-0.256,0.504,77.698,-50.659,-85.327
0.870,-0.269,0.527,78.003,-47.668,-81.970
0.885,-0.289,0.530,78.369,-42.114,-64.941
0.868,-0.308,0.529,77.576,-38.208,-55.847
0.832,-0.313,0.528,79.529,-34.485,-48.767
0.770,-0.311,0.526,84.656,-30.457,-40.527
0.765,-0.291,0.520,84.534,-29.602,-41.138
0.764,-0.286,0.497,77.148,-28.931,-49.316
0.722,-0.363,0.432,74.524,-28.625,-54.321
0.696,-0.428,0.441,81.299,-27.405,-62.073
0.698,-0.580,0.577,84.412,-25.696,-63.354
0.721,-0.661,0.650,81.970,-22.217,-62.622
0.768,-0.803,0.696,61.035,-12.695,-54.565
0.791,-0.837,0.677,49.438,-9.216,-45.532
0.810,-0.828,0.649,38.818,-2.319,-18.494
0.805,-0.704,0.610,39.978,0.488,-1.526
0.763,-0.626,0.598,37.109,5.005,24.048
0.668,-0.501,0.557,29.785,6.775,26.367
0.675,-0.433,0.513,19.775,7.446,21.606
0.708,-0.373,0.456,2.502,6.042,3.784
0.725,-0.376,0.383,-0.366,5.188,-4.150
0.728,-0.420,0.383,2.625,2.625,-16.174

0.249,-1.575,1.215,-89.539,38.757,1.404
0.188,-1.793,1.365,-161.133,78.918,28.992
0.167,-2.023,1.542,-190.552,111.511,57.312
0.174,-2.050,1.560,-237.305,183.655,139.282
0.138,-1.943,1.335,-261.169,214.966,188.416
0.071,-1.839,1.128,-285.645,243.835,238.586
-0.037,-1.719,0.904,-325.928,298.645,331.360
-0.334,-1.550,0.626,-342.468,324.341,367.859
-0.455,-1.479,0.569,-384.460,364.197,411.743
-0.783,-1.492,0.357,-415.832,384.155,429.443
-0.993,-1.482,0.151,-462.402,419.800,456.299
-1.315,-1.281,-0.384,-471.069,425.659,458.557
-1.381,-1.068,-0.749,-469.177,420.349,452.148
-1.470,-0.823,-1.164,-451.416,343.628,411.865
-1.592,-0.431,-1.842,-459.167,274.109,364.746
-1.567,-0.244,-2.380,-520.996,144.043,232.422
-1.271,0.202,-3.836,-528.198,108.276,174.133
-0.673,0.913,-4.000,-341.614,89.722,62.317
0.336,1.050,-3.665,-259.888,81.055,-12.146
0.640,0.544,-3.546,-250.916,58.350,-73.486
0.871,0.303,-3.411,-179.504,36.377,-67.749
0.804,0.256,-2.549,-98.694,45.898,-38.635
0.646,0.274,-1.962,9.033,42.053,13.489
0.241,0.311,-1.131,15.442,27.954,21.973
0.112,0.321,-0.871,3.174,11.047,19.592
0.063,0.242,-0.424,-3.052,14.221,10.803
0.128,0.184,-0.269,-15.076,18.616,-5.920
0.217,0.113,-0.198,-60.486,26.123,-33.386
0.377,-0.039,-0.296,-84.900,33.508,-37.292
0.465,-0.095,-0.424,-115.540,61.462,-19.775
0.563,-0.158,-0.755,-121.216,77.698,-2.319
0.527,-0.186,-0.905,-118.958,96.741,25.635
0.385,-0.182,-1.098,-114.197,94.971,30.701
0.313,-0.152,-1.132,-107.422,89.905,31.738
0.249,-0.122,-1.119,-92.773,80.811,26.367
0.181,-0.077,-1.040,-89.844,76.416,20.020
0.195,-0.075,-1.033,-93.018,67.810,7.141
0.253,-0.165,-0.994,-92.834,60.669,3.845
0.282,-0.204,-0.948,-92.773,48.523,4.028
0.276,-0.229,-0.923,-93.933,51.575,9.644
0.245,-0.249,-0.951,-94.177,57.495,17.212
0.221,-0.267,-1.004,-91.980,56.213,26.733
0.165,-0.267,-1.160,-87.585,51.147,28.503
0.129,-0.235,-1.286,-65.002,37.964,29.114
0.226,-0.297,-1.960,-43.884,24.414,31.128
0.083,-0.454,-1.731,6.226,-7.446,21.912
0.008,-0.146,-0.908,15.564,-6.958,4.089
0.084,-0.071,-0.807,13.062,2.441,-6.104
0.118,-0.133,-0.854,2.808,-1.221,3.906
0.164,-0.264,-1.048,4.395,-8.789,2.319
0.214,-0.312,-1.183,20.569,-2.991,-2.075
0.290,-0.386,-1.499,32.959,1.709,3.235
0.292,-0.393,-1.635,71.533,-3.906,20.203
0.258,-0.339,-1.784,98.755,-11.719,28.381
0.207,-0.312,-1.787,126.831,-21.545,34.363
0.149,-0.273,-1.763,177.856,-48.767,30.273
0.065,-0.155,-1.667,197.693,-63.965,21.057
0.032,-0.111,-1.610,221.741,-87.280,-3.113
0.005,-0.047,-1.529,229.126,-95.703,-17.944
0.017,-0.019,-1.509,242.126,-107.910,-46.448
0.041,-0.002,-1.423,247.681,-114.441,-57.251
0.058,0.000,-1.362,252.319,-122.986,-66.711
0.100,0.020,-1.199,258.850,-143.433,-78.125
0.121,0.039,-1.099,259.155,-151.428,-79.590
0.146,0.063,-1.008,250.305,-157.593,-80.627
0.184,0.105,-0.870,242.859,-155.945,-79.651
0.180,0.130,-0.808,228.210,-151.855,-79.407
0.165,0.179,-0.695,221.741,-150.146,-82.703
0.171,0.198,-0.642,215.515,-149.475,-87.769
0.204,0.230,-0.543,204.468,-154.663,-98.633
0.232,0.250,-0.491,200.073,-157.471,-103.821
0.263,0.263,-0.440,192.139,-153.198,-110.718
0.341,0.274,-0.352,188.293,-149.414,-112.244
0.370,0.273,-0.313,176.270,-146.179,-113.831
0.408,0.255,-0.275,171.631,-145.447,-116.211
0.446,0.251,-0.276,167.297,-146.362,-125.732
0.505,0.236,-0.280,167.236,-148.926,-129.700
0.513,0.208,-0.266,169.128,-151.855,-133.850
0.529,0.181,-0.233,173.279,-154.236,-145.142
0.584,0.136,-0.138,170.715,-154.358,-150.391
0.599,0.096,-0.081,154.907,-158.081,-155.273
0.624,-0.031,0.053,143.860,-161.072,-156.677
0.666,-0.074,0.108,122.070,-163.635,-155.273
0.765,-0.129,0.194,114.807,-160.828,-150.696
0.785,-0.166,0.216,113.892,-158.264,-144.409
0.784,-0.202,0.230,123.840,-157.837,-135.437
0.793,-0.239,0.279,126.892,-158.691,-132.629
0.795,-0.232,0.311,132.690,-155.457,-122.864
0.774,-0.211,0.375,136.658,-151.001,-115.112
0.741,-0.195,0.402,145.508,-142.944,-99.487
0.646,-0.218,0.469,150.879,-138.550,-93.018
0.610,-0.236,0.517,155.945,-135.010,-90.454
0.583,-0.259,0.570,155.334,-133.240,-95.947
0.550,-0.352,0.651,149.353,-133.362,-99.670
0.524,-0.435,0.700,137.939,-127.808,-99.548
0.502,-0.643,0.851,136.658,-123.291,-96.436
0.507,-0.740,0.941,131.348,-110.718,-87.341
0.538,-0.911,1.120,122.986,-100.342,-80.688
0.566,-0.949,1.198,111.328,-86.548,-73.792
0.611,-0.936,1.264,83.008,-52.429,-58.289
0.745,-0.744,1.255,66.528,-35.461,-49.988
0.762,-0.643,1.158,33.569,-9.399,-23.254
0.720,-0.512,0.869,23.926,-1.343,-6.653
0.698,-0.450,0.719,20.569,3.418,14.038
0.656,-0.359,0.503,21.179,3.052,16.663
0.648,-0.339,0.454,21.606,2.686,14.526
0.655,-0.334,0.444,22.705,2.502,1.343
0.705,-0.341,0.494,23.987,2.441,-5.493
0.731,-0.359,0.535,23.743,2.991,-11.902
0.779,-0.423,0.602,20.935,3.174,-11.292
0.805,-0.438,0.605,17.273,3.052,-9.460
0.812,-0.449,0.585,8.972,2.686,-4.333
0.787,-0.485,0.531,5.798,2.930,-1.160
0.772,-0.486,0.516,6.226,3.418,3.113
0.763,-0.445,0.537,7.080,4.028,3.723
0.759,-0.425,0.544,6.165,3.967,5.005
0.736,-0.402,0.551,6.104,3.845,5.737
0.725,-0.392,0.563,6.287,3.845,5.737
0.722,-0.382,0.571,3.357,3.296,2.991

0.641,-0.884,0.965,-86.182,59.753,78.857
0.619,-0.877,0.939,-108.032,77.209,98.267
0.619,-0.814,0.856,-120.728,85.571,105.347
0.626,-0.771,0.807,-142.822,101.990,116.089
0.644,-0.667,0.736,-151.123,109.558,121.399
0.654,-0.618,0.720,-158.386,116.882,127.686
0.662,-0.572,0.715,-173.645,133.057,141.052
0.669,-0.476,0.695,-184.448,141.968,146.973
0.663,-0.423,0.664,-205.811,156.372,157.837
0.640,-0.303,0.565,-211.365,163.757,161.743
0.620,-0.225,0.504,-213.501,179.993,169.006
0.541,-0.120,0.392,-214.478,191.589,175.110
0.477,-0.110,0.353,-216.431,203.552,181.763
0.417,-0.096,0.321,-216.736,219.971,188.721
0.332,-0.035,0.247,-215.942,222.656,189.270
0.295,-0.005,0.203,-222.351,224.609,186.645
0.224,0.051,0.097,-230.530,225.769,183.960
0.185,0.068,0.039,-251.160,231.079,177.124
0.107,0.044,-0.083,-261.475,234.192,171.326
0.079,0.026,-0.159,-269.897,237.122,164.246
0.057,0.001,-0.230,-283.447,244.141,151.611
0.036,-0.077,-0.346,-291.382,245.544,147.156
0.022,-0.117,-0.413,-311.768,243.408,140.503
-0.034,-0.234,-0.546,-324.463,240.112,135.803
-0.058,-0.294,-0.626,-340.332,221.191,120.056
-0.079,-0.349,-0.854,-339.478,213.928,112.305
-0.114,-0.359,-0.969,-331.055,215.637,108.459
-0.173,-0.368,-1.058,-307.922,232.483,110.107
-0.287,-0.401,-1.284,-309.937,234.253,109.497
-0.319,-0.445,-1.479,-337.891,208.313,101.257
-0.301,-0.553,-1.986,-346.802,184.631,92.224
-0.241,-0.585,-2.220,-331.055,131.104,68.115
-0.080,-0.622,-2.563,-303.589,101.929,57.678
-0.066,-0.626,-2.641,-262.573,77.209,50.049
-0.123,-0.613,-2.486,-166.016,68.054,31.677
-0.154,-0.570,-2.315,-124.512,47.119,24.658
-0.167,-0.503,-2.133,-65.186,1.648,16.602
-0.158,-0.333,-1.662,-41.382,-14.832,13.794
-0.140,-0.261,-1.370,-1.648,-35.889,0.488
-0.063,-0.168,-0.877,5.615,-44.006,-6.531
0.003,-0.160,-0.736,-4.211,-44.434,-16.052
0.153,-0.212,-0.629,-12.878,-36.743,-19.165
0.204,-0.248,-0.648,-18.127,-27.344,-20.264
0.230,-0.311,-0.766,-22.583,-9.033,-15.686
0.223,-0.338,-0.855,-23.743,-4.089,-11.963
0.216,-0.366,-0.950,-17.456,0.305,-9.338
0.217,-0.428,-1.131,-10.681,2.197,-10.437
0.223,-0.461,-1.222,2.441,5.005,-8.789
0.203,-0.494,-1.373,10.254,3.052,-5.310
0.184,-0.482,-1.399,33.386,-8.972,2.319
0.139,-0.429,-1.375,46.570,-15.442,4.333
0.120,-0.410,-1.380,59.143,-21.057,5.310
0.106,-0.398,-1.407,87.524,-30.457,5.310
0.097,-0.360,-1.459,105.469,-37.048,3.113
0.099,-0.340,-1.469,143.677,-51.392,-4.578
0.084,-0.329,-1.462,163.269,-55.969,-9.460
0.083,-0.312,-1.456,200.684,-64.392,-23.926
0.125,-0.246,-1.441,211.914,-67.383,-29.236
0.147,-0.218,-1.406,216.980,-77.759,-30.396
0.154,-0.164,-1.283,216.248,-87.097,-31.311
0.147,-0.131,-1.210,214.600,-96.802,-34.302
0.144,-0.096,-1.127,206.116,-109.070,-44.739
0.157,-0.062,-0.984,202.087,-111.572,-49.194
0.177,-0.043,-0.937,200.256,-114.502,-53.589
0.220,0.004,-0.913,201.111,-116.699,-55.115
0.235,0.033,-0.937,214.539,-119.263,-55.603
0.260,0.122,-0.955,223.267,-123.108,-57.373
0.267,0.157,-0.922,223.083,-135.193,-66.772
0.292,0.179,-0.799,214.416,-141.357,-73.853
0.312,0.183,-0.739,204.102,-147.827,-81.116
0.341,0.193,-0.687,189.880,-155.518,-91.614
0.389,0.215,-0.597,188.171,-155.457,-92.346
0.398,0.224,-0.553,194.397,-156.555,-90.332
0.447,0.262,-0.479,195.740,-157.043,-89.355
0.467,0.278,-0.435,191.528,-154.785,-86.609
0.521,0.279,-0.295,186.218,-154.541,-86.060
0.537,0.281,-0.233,179.382,-155.090,-85.083
0.544,0.286,-0.187,170.349,-150.330,-83.130
0.595,0.291,-0.110,168.030,-143.250,-83.984
0.624,0.292,-0.089,164.673,-129.333,-81.299
0.648,0.292,-0.077,163.513,-124.634,-78.857
0.659,0.283,-0.061,161.987,-121.704,-78.064
0.703,0.255,-0.023,160.767,-118.835,-81.848
0.734,0.238,-0.014,161.255,-118.286,-84.045
0.753,0.226,-0.016,168.762,-117.676,-83.679
0.783,0.202,0.020,175.476,-114.441,-83.618
0.809,0.188,0.077,179.565,-106.323,-82.275
0.817,0.169,0.152,176.819,-102.234,-79.041
0.790,0.166,0.156,175.720,-96.252,-75.928
0.762,0.149,0.166,176.880,-85.999,-78.369
0.766,0.109,0.225,174.744,-86.487,-84.412
0.786,0.106,0.247,161.987,-94.238,-100.647
0.784,0.105,0.251,153.687,-100.464,-108.032
0.765,0.091,0.246,143.005,-113.403,-118.164
0.785,0.092,0.238,143.494,-114.746,-120.300
0.805,0.085,0.251,147.705,-110.657,-119.324
0.816,0.061,0.276,159.424,-96.313,-112.183
0.780,-0.026,0.302,163.513,-92.407,-109.009
0.746,-0.078,0.303,168.213,-94.055,-108.276
0.704,-0.179,0.346,170.227,-96.558,-111.328
0.675,-0.260,0.391,165.955,-101.257,-118.103
0.602,-0.601,0.560,159.668,-102.844,-119.507
0.586,-0.809,0.685,153.870,-102.844,-118.347
0.571,-0.995,0.838,142.700,-90.088,-102.844
0.515,-1.282,1.200,129.639,-77.026,-90.210
0.550,-1.307,1.352,79.712,-47.363,-67.322
0.730,-1.016,1.377,48.584,-31.189,-53.833
0.770,-0.814,1.230,-6.042,0.366,-17.822
0.719,-0.456,0.737,-21.912,8.789,-1.953
0.698,-0.306,0.500,-25.940,10.376,8.179
0.700,-0.190,0.344,-6.714,4.150,9.644
0.723,-0.113,0.322,6.226,1.221,3.174
0.724,-0.134,0.387,20.508,-2.319,-14.709
0.718,-0.279,0.521,20.691,-2.136,-21.362
0.727,-0.386,0.580,18.555,-1.526,-24.963
0.820,-0.517,0.672,11.658,0.488,-23.254
0.854,-0.536,0.665,5.737,2.319,-18.005
0.846,-0.537,0.612,-7.568,6.165,-3.357
0.782,-0.502,0.501,-8.545,7.507,2.014

0.543,-1.012,1.100,-103.027,57.983,11.169
0.588,-1.036,1.123,-137.939,85.083,32.288
0.636,-1.040,1.087,-149.658,100.769,51.453
0.626,-1.020,1.036,-167.786,133.423,101.990
0.541,-0.946,0.901,-178.833,149.170,127.563
0.482,-0.903,0.829,-191.772,162.903,150.452
0.444,-0.843,0.764,-218.872,186.279,183.289
0.446,-0.666,0.645,-231.873,196.960,193.359
0.437,-0.589,0.573,-258.911,220.337,213.196
0.341,-0.510,0.392,-272.644,234.131,227.661
0.270,-0.487,0.297,-294.189,258.545,253.784
0.113,-0.452,0.163,-300.903,267.273,261.963
0.050,-0.432,0.109,-305.847,274.353,267.151
0.004,-0.411,0.051,-319.641,286.499,271.118
-0.060,-0.361,-0.112,-330.933,290.894,272.095
-0.082,-0.316,-0.237,-348.755,306.213,278.137
-0.209,-0.222,-0.505,-350.403,322.937,284.363
-0.333,-0.219,-0.606,-350.769,342.590,291.077
-0.553,-0.250,-0.847,-368.469,361.023,294.739
-0.609,-0.250,-1.056,-390.381,354.492,287.659
-0.644,-0.236,-1.322,-433.533,333.557,263.062
-0.667,-0.241,-1.805,-437.500,318.420,250.122
-0.642,-0.226,-1.967,-392.151,235.962,216.675
-0.576,-0.144,-2.115,-345.581,174.561,190.430
-0.545,-0.089,-2.074,-233.154,75.256,118.286
-0.476,-0.058,-1.784,-190.918,47.607,80.444
-0.412,-0.101,-1.652,-170.898,29.968,47.119
-0.229,-0.176,-1.653,-180.176,22.888,9.277
-0.150,-0.213,-1.734,-182.617,40.771,7.874
-0.108,-0.224,-1.805,-155.457,58.228,19.653
-0.111,-0.236,-1.910,-137.390,55.603,23.926
-0.129,-0.224,-1.917,-97.717,28.564,15.259
-0.119,-0.219,-1.802,-77.087,16.052,11.475
-0.112,-0.234,-1.694,-40.222,-6.897,2.075
-0.080,-0.207,-1.411,-26.245,-15.991,-2.686
-0.058,-0.193,-1.250,-16.479,-23.804,-4.456
-0.015,-0.156,-0.985,-7.935,-34.668,-9.949
0.010,-0.145,-0.899,-6.470,-35.095,-12.878
0.039,-0.147,-0.827,-7.568,-27.283,-17.090
0.106,-0.176,-0.737,-10.498,-23.132,-16.907
0.143,-0.199,-0.736,-19.226,-17.090,-8.118
0.204,-0.254,-0.842,-21.790,-13.184,0.244
0.226,-0.282,-0.941,-19.165,-1.038,21.606
0.201,-0.303,-1.145,-14.221,5.005,33.630
0.150,-0.294,-1.218,-6.287,9.399,42.358
0.098,-0.276,-1.249,16.357,8.240,37.598
0.036,-0.239,-1.176,24.292,1.099,27.100
0.030,-0.215,-1.131,25.085,-13.428,8.240
0.045,-0.200,-1.056,24.719,-14.343,3.784
0.057,-0.208,-1.029,30.884,-9.949,-1.282
0.070,-0.211,-1.035,35.034,-8.240,-3.723
0.073,-0.212,-1.065,38.269,-6.836,-4.822
0.068,-0.208,-1.196,45.166,-4.578,-3.235
0.063,-0.211,-1.296,50.415,-3.967,-3.174
0.054,-0.217,-1.413,67.383,-8.118,-5.798
0.025,-0.227,-1.693,80.505,-11.963,-7.080
0.008,-0.215,-1.834,123.901,-24.902,-12.573
-0.031,-0.140,-2.009,153.320,-36.194,-18.494
-0.062,-0.102,-2.015,211.243,-64.819,-36.682
-0.101,-0.053,-1.903,235.413,-76.782,-47.852
-0.112,-0.050,-1.805,254.639,-85.266,-58.472
-0.122,-0.050,-1.570,276.184,-104.858,-78.491
-0.120,-0.041,-1.451,281.067,-119.568,-89.661
-0.119,-0.032,-1.332,286.194,-145.386,-111.938
-0.101,-0.018,-1.102,286.804,-153.076,-121.460
-0.078,-0.011,-0.993,285.950,-160.583,-134.338
0.019,0.009,-0.806,281.738,-161.560,-135.681
0.080,0.016,-0.712,258.118,-165.649,-126.953
0.162,0.049,-0.566,243.042,-169.800,-118.469
0.171,0.078,-0.522,230.591,-171.143,-110.962
0.184,0.101,-0.479,222.107,-162.720,-104.370
0.237,0.123,-0.356,221.863,-159.241,-106.262
0.273,0.135,-0.298,221.313,-161.011,-114.197
0.396,0.190,-0.188,217.773,-161.377,-116.150
0.442,0.222,-0.152,202.637,-157.349,-109.924
0.480,0.260,-0.112,195.557,-151.306,-103.516
0.494,0.259,-0.085,189.392,-143.494,-98.328
0.509,0.250,-0.072,181.396,-131.348,-96.313
0.552,0.248,-0.064,181.824,-127.136,-98.816
0.576,0.232,-0.032,185.120,-125.122,-107.910
0.637,0.208,0.084,182.861,-126.831,-112.122
0.659,0.188,0.138,171.936,-127.075,-114.075
0.708,0.159,0.212,168.945,-122.375,-112.793
0.736,0.147,0.241,167.969,-115.601,-110.291
0.754,0.110,0.280,163.757,-107.483,-105.469
0.784,0.028,0.364,160.583,-107.117,-105.469
0.818,0.007,0.409,152.588,-104.126,-104.553
0.916,-0.001,0.496,146.423,-102.112,-98.145
0.935,0.010,0.514,132.141,-96.436,-73.364
0.881,0.042,0.480,126.953,-90.454,-59.326
0.842,0.051,0.451,125.366,-83.557,-47.668
0.818,0.058,0.434,131.348,-76.294,-35.156
0.793,0.038,0.449,133.423,-76.477,-33.936
0.791,0.008,0.477,130.981,-81.665,-40.649
0.819,-0.041,0.535,130.127,-85.815,-43.823
0.810,-0.061,0.541,130.005,-81.055,-41.016
0.766,-0.154,0.583,133.423,-74.219,-37.842
0.743,-0.194,0.618,139.954,-69.092,-35.950
0.717,-0.237,0.661,147.339,-61.523,-39.612
0.703,-0.335,0.803,141.846,-58.289,-45.837
0.733,-0.382,0.887,113.586,-55.908,-57.007
0.822,-0.440,0.989,94.177,-53.223,-56.030
0.846,-0.434,0.980,58.105,-37.537,-37.720
0.806,-0.357,0.880,45.166,-28.015,-25.452
0.764,-0.293,0.818,35.461,-21.362,-15.686
0.741,-0.202,0.744,22.827,-17.273,-11.047
0.712,-0.049,0.582,20.447,-16.418,-13.977
0.702,-0.035,0.560,25.513,-13.611,-23.682
0.728,-0.083,0.656,27.527,-12.817,-27.710
0.751,-0.110,0.679,25.635,-10.254,-28.625
0.762,-0.140,0.623,25.879,-7.812,-26.306
0.742,-0.161,0.602,28.809,-5.371,-24.109
0.729,-0.172,0.606,35.400,-2.930,-26.245
0.731,-0.172,0.602,34.851,-2.747,-30.396
0.760,-0.172,0.592,31.677,-2.808,-38.330
0.834,-0.208,0.643,29.663,-3.296,-37.964
0.835,-0.248,0.679,25.269,-0.610,-27.100
0.816,-0.271,0.676,23.682,1.221,-20.691
0.812,-0.245,0.639,21.667,1.831,-15.381

0.327,-1.275,1.562,-22.827,45.105,41.931
0.212,-1.498,1.832,-65.979,96.130,87.402
0.002,-2.078,2.580,-105.103,131.592,116.821
