"aX","aY","aZ","gX","gY","gZ"
0.729,-0.311,0.775,1.770,-7.446,-27.527
0.759,-0.340,0.824,-2.930,-3.174,-21.912
0.764,-0.347,0.812,-4.211,1.404,-15.991
0.738,-0.328,0.770,-3.784,9.827,-3.052
0.713,-0.250,0.714,-3.784,11.780,0.305
0.720,-0.213,0.697,-5.432,12.512,1.038
0.731,-0.186,0.669,-11.108,11.902,-1.709
0.725,-0.198,0.604,-11.536,11.169,-2.075
0.722,-0.223,0.602,-3.174,10.376,-0.061
0.746,-0.244,0.653,1.526,10.498,1.526
0.755,-0.245,0.674,3.418,11.597,5.005
0.761,-0.241,0.661,0.610,11.292,5.737
0.760,-0.240,0.635,-3.174,10.071,5.737
0.764,-0.239,0.609,-6.470,7.141,5.493

0.588,-0.662,1.382,-110.474,57.434,34.180
0.615,-0.652,1.316,-146.118,81.177,51.514
0.604,-0.642,1.080,-156.799,92.285,63.782
0.573,-0.638,0.992,-160.583,114.868,89.233
0.536,-0.584,0.919,-159.668,125.122,100.159
0.537,-0.534,0.889,-161.621,134.766,109.924
0.541,-0.478,0.848,-174.805,155.640,127.136
0.556,-0.347,0.719,-184.448,166.748,135.437
0.575,-0.257,0.641,-206.970,189.148,152.832
0.557,-0.106,0.445,-221.252,199.707,162.903
0.477,-0.108,0.316,-238.281,208.130,176.147
0.385,-0.123,0.202,-255.127,216.675,199.280
0.274,-0.066,0.090,-249.451,221.008,200.317
0.256,-0.022,0.069,-246.338,226.074,189.575
0.226,0.025,-0.017,-257.385,224.426,182.129
0.203,0.024,-0.098,-285.583,219.177,163.635
0.165,0.042,-0.357,-291.321,216.980,155.212
0.160,0.074,-0.533,-289.368,216.858,150.696
0.151,0.103,-0.721,-259.888,222.290,157.593
0.119,0.189,-0.913,-237.061,225.220,161.499
0.122,0.234,-0.924,-224.304,216.187,146.973
0.115,0.295,-1.007,-244.507,198.730,134.399
0.082,0.300,-1.098,-307.312,160.950,107.605
0.015,0.252,-1.333,-325.928,147.339,92.957
0.018,0.246,-1.462,-323.730,139.526,80.200
0.038,0.246,-1.542,-265.198,137.878,65.491
0.085,0.267,-1.572,-221.741,134.460,60.791
0.090,0.284,-1.520,-153.320,106.812,49.133
0.103,0.261,-1.330,-143.127,82.336,36.865
0.126,0.225,-1.248,-153.442,30.334,7.202
0.166,0.166,-1.122,-158.752,16.296,-2.869
0.181,0.149,-1.075,-161.011,15.442,-8.667
0.184,0.129,-1.049,-153.625,39.673,-8.240
0.164,0.097,-1.035,-144.958,53.589,-4.517
0.157,0.077,-1.021,-136.963,62.744,-1.465
0.148,0.013,-1.008,-138.184,57.739,-2.930
0.136,-0.014,-1.011,-137.817,49.988,-6.897
0.104,-0.035,-1.022,-135.681,49.927,-8.789
0.078,-0.043,-1.028,-132.446,50.110,-10.132
0.055,-0.054,-1.041,-121.216,49.500,-12.573
0.109,-0.125,-1.130,-112.549,51.086,-15.442
0.168,-0.174,-1.206,-92.712,64.270,-11.047
0.283,-0.349,-1.372,-85.876,73.914,-8.606
0.311,-0.395,-1.478,-73.242,58.472,-3.174
0.284,-0.378,-1.726,-68.176,44.800,12.756
0.271,-0.330,-2.067,-30.151,17.029,34.058
0.041,-0.434,-1.864,12.451,4.639,35.339
-0.075,-0.294,-1.297,40.100,-7.690,30.640
-0.053,-0.083,-1.021,14.832,-33.264,4.333
-0.040,-0.009,-0.957,5.493,-32.715,-0.305
-0.019,-0.020,-0.886,16.907,-24.719,-14.771
0.104,-0.097,-0.843,12.939,-24.414,-26.184
0.167,-0.143,-0.933,-1.770,-21.118,-26.794
0.237,-0.224,-1.221,-4.456,-17.944,-15.259
0.239,-0.258,-1.396,-2.075,-18.188,-2.930
0.227,-0.284,-1.573,30.701,-21.606,7.690
0.198,-0.272,-1.840,63.904,-19.653,8.484
0.185,-0.241,-1.911,130.249,-21.912,18.433
0.141,-0.200,-1.986,154.297,-32.532,22.705
0.109,-0.183,-1.990,198.425,-64.331,17.212
0.043,-0.138,-1.904,222.656,-76.965,8.057
0.012,-0.120,-1.819,245.605,-85.876,-3.418
-0.010,-0.106,-1.729,278.015,-100.891,-26.367
-0.022,-0.113,-1.563,287.109,-110.474,-36.255
-0.018,-0.113,-1.480,298.462,-138.306,-49.988
-0.022,-0.064,-1.361,302.734,-151.428,-51.941
-0.038,-0.036,-1.313,319.336,-165.405,-54.077
-0.067,-0.016,-1.124,328.552,-168.518,-61.096
-0.063,-0.021,-0.986,330.933,-178.101,-85.999
-0.033,-0.032,-0.738,326.721,-185.974,-96.313
-0.013,-0.024,-0.619,315.369,-196.472,-106.750
0.052,0.014,-0.378,306.274,-197.998,-109.314
0.102,0.033,-0.263,293.640,-198.303,-112.000
0.156,0.050,-0.166,266.174,-194.580,-113.403
0.231,0.061,-0.030,257.507,-189.880,-113.403
0.289,0.071,0.053,245.117,-175.659,-112.366
0.438,0.125,0.228,235.046,-168.091,-108.765
0.479,0.175,0.248,214.111,-146.851,-94.299
0.488,0.233,0.216,207.886,-131.287,-86.853
0.469,0.237,0.222,203.735,-115.784,-81.909
0.462,0.244,0.234,201.782,-97.656,-82.336
0.489,0.237,0.263,198.975,-95.825,-88.196
0.510,0.184,0.316,186.768,-104.065,-110.718
0.651,0.122,0.435,178.772,-111.755,-122.620
0.717,0.107,0.448,169.312,-117.065,-129.944
0.756,0.066,0.442,156.738,-113.281,-128.967
0.805,0.011,0.403,157.471,-108.765,-123.169
0.813,0.013,0.375,168.274,-95.093,-105.713
0.774,0.018,0.357,174.622,-88.318,-96.924
0.735,0.021,0.369,184.204,-85.999,-88.562
0.644,0.017,0.403,188.049,-86.792,-89.722
0.590,-0.013,0.447,192.627,-86.304,-93.018
0.518,-0.070,0.516,205.566,-85.510,-101.990
0.371,-0.301,0.737,212.646,-86.914,-106.995
0.340,-0.450,0.877,230.103,-87.402,-118.896
0.460,-0.791,1.244,230.774,-82.458,-123.840
0.586,-0.945,1.407,180.481,-65.491,-120.056
0.906,-1.099,1.462,140.259,-51.147,-106.323
1.038,-1.061,1.365,104.309,-31.006,-84.473
1.073,-0.943,1.191,75.317,10.315,-13.489
0.891,-0.558,0.819,77.454,25.085,25.146
0.770,-0.337,0.675,69.458,28.564,62.988
0.577,-0.061,0.446,52.490,19.897,55.054
0.572,-0.012,0.374,33.447,8.606,31.616
0.637,0.005,0.331,12.756,-9.888,-29.358
0.795,-0.073,0.339,13.916,-11.597,-49.561
0.854,-0.194,0.431,25.146,-7.935,-57.495
0.908,-0.439,0.671,27.527,-6.897,-47.974
0.897,-0.521,0.747,22.705,-3.784,-18.127
0.864,-0.526,0.741,12.268,-2.136,-9.827
0.855,-0.462,0.673,0.488,-1.648,-4.395
0.845,-0.376,0.582,-13.611,-3.052,3.662
0.774,-0.257,0.472,-13.062,-2.136,6.897
0.731,-0.233,0.498,-1.099,-1.648,7.507
0.707,-0.231,0.608,2.014,-1.526,4.761
0.716,-0.239,0.630,-8.728,-4.272,-8.057
0.724,-0.301,0.598,-13.672,-5.798,-13.184
0.743,-0.324,0.592,-14.099,-6.409,-15.991
0.776,-0.318,0.600,-7.080,-3.662,-13.855

0.107,-0.613,-1.707,5.859,4.333,15.930
-0.030,-0.409,-1.205,12.024,-11.108,0.183
0.058,-0.097,-0.832,1.282,-1.953,-3.723
0.047,-0.145,-0.849,1.465,-5.371,4.089
0.052,-0.187,-0.764,3.784,-9.705,-3.296
0.105,-0.206,-0.731,0.610,-7.690,-14.648
0.167,-0.232,-0.752,-11.658,3.601,-20.996
0.227,-0.279,-0.834,-15.442,5.798,-13.794
0.226,-0.289,-0.883,-20.447,-0.061,0.244
0.261,-0.367,-1.205,-17.029,-3.418,4.272
0.229,-0.411,-1.245,3.296,-8.301,6.958
0.156,-0.308,-0.988,10.376,-5.432,4.089
0.152,-0.259,-0.911,15.381,3.479,2.808
0.141,-0.251,-0.881,16.235,1.404,3.174
0.142,-0.252,-0.874,13.550,-4.272,1.770
0.153,-0.255,-0.886,4.150,-5.432,-0.427
0.177,-0.280,-0.928,3.845,-0.122,-0.183
0.181,-0.283,-0.936,4.944,1.526,0.793
0.172,-0.275,-0.949,4.333,-1.160,1.099
0.165,-0.270,-0.953,4.700,-2.441,-0.610
0.159,-0.262,-0.967,5.493,-1.343,-1.648
0.158,-0.263,-0.962,6.836,-0.244,-2.258
0.160,-0.264,-0.950,5.859,-0.244,-2.502
0.175,-0.268,-0.946,3.540,-0.244,-2.014
0.178,-0.271,-0.950,3.052,-0.061,-1.526
0.174,-0.270,-0.962,3.845,-0.732,-1.709
0.171,-0.272,-0.985,3.662,-1.160,-1.160
0.166,-0.299,-1.095,5.188,-0.183,-0.671
0.175,-0.320,-1.186,8.972,1.709,0.793
0.186,-0.347,-1.294,20.203,4.578,8.911
0.201,-0.390,-1.523,30.029,3.296,12.756
0.199,-0.392,-1.624,66.406,-1.526,21.057
0.158,-0.380,-1.772,89.783,-5.676,26.245
0.125,-0.357,-1.829,138.367,-21.240,32.043
0.032,-0.300,-1.879,164.917,-30.212,29.846
-0.006,-0.262,-1.867,191.528,-39.246,22.705
-0.025,-0.219,-1.832,232.788,-60.730,0.427
-0.038,-0.178,-1.687,245.544,-72.998,-10.254
-0.052,-0.167,-1.584,260.498,-95.703,-28.503
-0.083,-0.127,-1.342,262.512,-106.873,-37.720
-0.087,-0.110,-1.237,260.742,-129.211,-57.434
-0.049,-0.066,-1.088,261.414,-136.841,-66.467
-0.027,-0.043,-0.990,262.390,-146.484,-82.581
0.016,-0.002,-0.773,260.193,-150.818,-89.661
0.052,0.028,-0.690,254.944,-154.114,-94.177
0.150,0.081,-0.607,235.107,-153.748,-93.811
0.183,0.101,-0.582,224.487,-153.076,-88.440
0.201,0.118,-0.556,213.074,-162.231,-80.627
0.250,0.148,-0.497,212.830,-166.565,-80.750
0.293,0.170,-0.474,221.680,-167.419,-86.975
0.378,0.190,-0.364,225.769,-165.649,-90.759
0.434,0.203,-0.294,219.849,-159.973,-94.238
0.509,0.242,-0.202,210.144,-155.823,-92.590
0.532,0.246,-0.180,200.867,-152.466,-89.355
0.562,0.255,-0.160,191.833,-148.804,-80.566
0.600,0.294,-0.133,190.247,-143.860,-76.050
0.602,0.298,-0.112,188.110,-129.272,-71.106
0.605,0.281,-0.053,188.416,-125.000,-71.350
0.606,0.274,-0.018,189.270,-122.375,-76.599
0.625,0.231,0.098,186.645,-123.535,-82.764
0.667,0.230,0.150,181.152,-126.770,-88.745
0.709,0.239,0.175,165.771,-131.104,-91.553
0.718,0.213,0.197,160.522,-128.662,-88.562
0.707,0.179,0.225,158.997,-118.469,-83.557
0.733,0.138,0.309,159.546,-113.525,-83.069
0.752,0.124,0.356,157.776,-108.093,-83.496
0.777,0.103,0.432,153.259,-106.506,-84.351
0.785,0.080,0.462,145.752,-104.736,-85.388
0.807,0.078,0.466,134.521,-102.051,-83.435
0.824,0.114,0.430,132.202,-98.999,-78.979
0.803,0.118,0.424,134.460,-88.074,-67.871
0.769,0.152,0.407,137.390,-84.900,-64.575
0.744,0.174,0.390,139.465,-83.740,-62.378
0.696,0.171,0.385,139.465,-84.106,-64.819
0.608,0.126,0.425,137.451,-87.036,-71.472
0.605,0.121,0.434,132.324,-93.933,-93.323
0.629,0.089,0.364,131.104,-95.703,-102.600
0.608,-0.009,0.327,143.372,-98.083,-104.004
0.440,-0.457,0.463,155.823,-99.243,-97.900
0.340,-0.778,0.680,167.297,-100.586,-90.454
0.302,-1.070,0.981,160.156,-101.685,-85.205
0.503,-1.273,1.641,130.859,-94.177,-86.060
0.713,-1.159,1.880,52.795,-47.485,-77.454
1.204,-0.804,1.999,22.766,-8.118,-65.735
1.191,-0.639,1.671,-27.527,34.241,-5.127
0.721,-0.337,0.629,-29.175,32.288,33.508
0.573,-0.190,0.354,-4.578,28.320,59.937
0.546,-0.049,0.271,45.349,4.761,66.772
0.511,0.036,0.336,44.006,-6.226,52.368
0.492,-0.004,0.423,23.132,-8.057,3.967
0.588,-0.087,0.602,15.625,-4.822,-20.081
0.639,-0.165,0.661,1.038,5.310,-45.227
0.756,-0.329,0.767,-4.272,8.484,-48.035
0.831,-0.364,0.804,-8.301,7.935,-45.959
0.888,-0.381,0.813,-9.766,2.686,-24.597
0.882,-0.356,0.728,-6.775,2.258,-9.827
0.831,-0.315,0.664,0.366,7.446,12.207
0.729,-0.239,0.590,3.662,10.925,15.076
0.702,-0.210,0.583,4.761,11.658,7.812
0.684,-0.183,0.587,3.235,8.179,1.526
0.691,-0.187,0.598,2.014,3.967,-3.723
0.709,-0.197,0.615,1.831,-1.404,-9.338
0.748,-0.228,0.635,1.709,-2.014,-9.888
0.758,-0.240,0.636,0.916,0.183,-8.423
0.762,-0.246,0.638,0.488,2.197,-7.690
0.758,-0.249,0.639,0.305,3.601,-6.287
0.748,-0.250,0.642,2.502,4.395,-2.747
0.719,-0.242,0.655,4.456,4.272,-1.587
0.706,-0.239,0.664,4.517,3.784,-3.418
0.692,-0.243,0.681,2.197,3.540,-6.165
0.691,-0.249,0.689,-3.296,4.333,-12.207
0.708,-0.261,0.696,-5.798,5.127,-14.343
0.726,-0.267,0.686,-7.935,5.310,-15.076
0.753,-0.267,0.663,-10.803,4.089,-13.855
0.799,-0.257,0.584,-11.047,3.052,-12.024
0.800,-0.261,0.556,-6.226,2.441,-6.592
0.775,-0.276,0.564,-1.953,2.441,-3.723
0.760,-0.280,0.592,3.662,2.563,-0.793
0.748,-0.273,0.641,3.052,2.380,-1.160

0.386,-0.984,1.521,-105.103,47.180,59.509
0.385,-1.017,1.568,-154.114,85.266,69.641
0.357,-1.061,1.550,-177.673,107.361,78.918
0.352,-1.051,1.489,-218.384,152.344,107.422
0.363,-0.930,1.292,-234.680,174.255,125.488
0.359,-0.818,1.138,-243.896,192.993,144.470
0.343,-0.678,0.959,-247.009,226.990,179.932
0.223,-0.452,0.545,-252.380,241.272,195.435
0.130,-0.400,0.351,-306.885,260.315,232.300
0.012,-0.329,0.041,-345.520,264.221,247.559
-0.012,-0.297,-0.108,-385.498,266.296,253.540
-0.049,-0.236,-0.429,-371.155,267.395,247.864
-0.067,-0.195,-0.565,-344.482,269.836,240.173
-0.080,-0.152,-0.668,-309.753,264.526,226.379
-0.067,-0.028,-0.891,-305.664,251.953,217.407
-0.062,0.043,-1.005,-306.580,211.609,183.350
-0.031,0.182,-1.191,-302.917,195.984,163.696
-0.010,0.244,-1.223,-294.189,190.063,133.362
-0.009,0.287,-1.345,-293.091,183.228,121.948
-0.022,0.309,-1.438,-290.039,164.124,108.765
-0.021,0.331,-1.495,-268.921,103.394,65.491
0.036,0.343,-1.451,-252.136,75.928,36.377
0.088,0.335,-1.418,-214.050,53.467,-17.944
0.187,0.303,-1.379,-191.650,62.256,-31.555
0.234,0.281,-1.360,-158.875,88.928,-26.184
0.283,0.217,-1.365,-157.104,92.957,-16.174
0.295,0.192,-1.418,-162.903,89.111,-7.629
0.302,0.179,-1.477,-170.227,73.364,-0.549
0.299,0.163,-1.482,-164.062,66.406,-2.869
0.275,0.153,-1.399,-144.958,49.622,-16.602
0.202,0.123,-1.139,-140.747,39.124,-26.367
0.177,0.108,-1.027,-139.160,27.832,-44.678
0.171,0.056,-0.907,-136.353,30.701,-49.927
0.200,0.001,-0.883,-133.545,36.865,-52.490
0.242,-0.075,-0.882,-136.658,51.331,-50.598
0.368,-0.238,-0.999,-139.954,56.702,-56.152
0.424,-0.298,-1.083,-133.423,54.321,-52.856
0.474,-0.422,-1.282,-127.380,51.697,-37.109
0.474,-0.453,-1.433,-104.553,55.908,-2.991
0.430,-0.425,-1.719,-84.229,62.378,14.160
0.376,-0.372,-1.829,-59.998,62.927,27.588
0.175,-0.272,-1.688,-6.653,31.738,29.114
0.110,-0.208,-1.385,0.366,11.841,19.836
0.106,-0.112,-1.187,-9.277,-15.808,8.789
0.015,-0.027,-0.971,-1.953,-18.433,9.338
-0.009,-0.009,-0.866,13.062,-16.479,-5.188
0.083,-0.040,-0.824,11.902,-12.695,-13.611
0.153,-0.099,-0.884,10.437,0.122,-15.686
0.237,-0.214,-1.058,13.672,3.113,-10.315
0.267,-0.242,-1.174,17.944,1.465,-2.441
0.288,-0.265,-1.306,32.288,-5.493,14.404
0.312,-0.285,-1.506,45.349,-9.644,18.005
0.326,-0.273,-1.566,75.867,-23.499,23.804
0.320,-0.250,-1.669,91.553,-29.419,32.166
0.303,-0.236,-1.706,125.427,-37.292,43.457
0.254,-0.205,-1.728,142.456,-42.664,43.030
0.225,-0.183,-1.708,160.400,-51.636,38.879
0.201,-0.152,-1.675,195.435,-77.576,22.217
0.166,-0.094,-1.597,209.473,-88.562,13.184
0.148,-0.074,-1.539,232.056,-102.661,0.427
0.123,-0.043,-1.395,239.380,-110.107,-5.310
0.118,-0.030,-1.324,245.361,-130.188,-18.005
0.131,-0.004,-1.207,249.695,-140.198,-23.743
0.144,0.018,-1.157,257.080,-146.179,-27.954
0.142,0.041,-1.097,273.743,-147.522,-32.410
0.135,0.085,-0.943,276.672,-149.414,-36.987
0.142,0.104,-0.871,269.104,-159.424,-50.171
0.168,0.143,-0.789,265.869,-166.321,-54.565
0.182,0.162,-0.752,266.968,-172.058,-62.012
0.194,0.173,-0.662,273.926,-169.739,-66.040
0.217,0.177,-0.600,283.447,-165.283,-71.411
0.239,0.175,-0.515,289.246,-163.696,-85.083
0.271,0.139,-0.308,281.921,-171.814,-92.957
0.300,0.130,-0.208,259.644,-192.871,-109.314
0.367,0.127,-0.018,247.070,-199.341,-115.356
0.406,0.139,0.050,227.112,-195.312,-116.638
0.481,0.187,0.139,223.145,-184.265,-111.084
0.502,0.200,0.183,221.497,-169.922,-102.600
0.514,0.195,0.226,219.421,-140.625,-83.496
0.527,0.185,0.255,220.520,-129.883,-75.928
0.527,0.175,0.257,219.910,-120.239,-74.524
0.542,0.116,0.319,214.355,-119.751,-80.872
0.562,0.093,0.360,206.238,-121.582,-89.050
0.585,0.066,0.406,189.880,-124.329,-104.919
0.637,0.017,0.463,186.340,-122.803,-111.938
0.647,-0.005,0.478,177.063,-117.065,-118.347
0.632,-0.130,0.581,168.579,-113.770,-115.540
0.653,-0.178,0.658,158.508,-111.633,-108.948
0.683,-0.222,0.749,153.564,-110.229,-105.469
0.669,-0.269,0.774,144.409,-107.117,-100.891
0.649,-0.331,0.797,124.512,-101.562,-93.567
0.613,-0.454,0.861,118.469,-98.083,-90.881
0.598,-0.497,0.916,106.140,-87.769,-84.473
0.544,-0.543,1.022,96.558,-81.421,-81.665
0.524,-0.537,1.057,81.177,-64.575,-80.627
0.560,-0.414,1.035,75.623,-57.007,-82.520
0.596,-0.315,0.980,68.970,-50.659,-84.778
0.606,-0.234,0.916,59.692,-39.429,-83.374
0.557,-0.197,0.815,60.242,-35.522,-79.712
0.511,-0.225,0.798,57.983,-33.630,-73.975
0.422,-0.370,0.861,51.636,-31.738,-71.960
0.446,-0.402,0.928,33.813,-24.597,-72.327
0.545,-0.372,1.041,21.545,-19.653,-71.838
0.598,-0.392,1.068,11.536,-11.353,-69.946
0.667,-0.430,1.078,-0.488,8.240,-61.829
0.797,-0.480,1.021,-2.502,16.663,-50.598
0.806,-0.445,0.914,0.000,19.836,-16.357
0.739,-0.341,0.707,5.737,16.968,-1.770
0.704,-0.302,0.658,13.916,10.010,11.536
0.652,-0.264,0.635,13.428,8.423,10.803
0.644,-0.272,0.650,10.925,9.094,6.897
0.656,-0.285,0.676,2.136,12.451,-3.418
0.705,-0.311,0.722,-2.686,13.977,-6.836
0.729,-0.320,0.723,-9.216,10.925,-4.517
0.746,-0.320,0.691,-10.559,7.141,1.099
0.726,-0.320,0.678,-8.545,1.953,13.794
0.673,-0.306,0.681,-5.127,1.465,18.372
0.652,-0.287,0.692,-1.709,2.258,19.958
0.637,-0.268,0.698,0.977,6.165,14.587

0.654,-1.081,-1.949,-61.707,37.659,0.854
0.304,-1.136,-1.189,-4.822,-15.930,10.986
0.111,-0.203,-0.559,-13.000,-25.635,2.014
0.138,-0.190,-0.629,-13.916,16.235,6.104
0.235,-0.427,-0.834,-9.399,14.832,10.498
0.301,-0.546,-0.966,-13.184,2.686,11.414
0.323,-0.653,-1.042,-8.972,0.305,4.395
0.289,-0.590,-0.969,6.653,10.986,-2.380
0.259,-0.516,-0.924,29.419,16.052,-4.822
0.274,-0.495,-0.988,32.104,7.141,1.465
0.270,-0.524,-1.030,45.227,-6.104,14.038
0.250,-0.515,-1.045,58.838,-7.629,13.611
0.219,-0.481,-1.007,72.083,-9.094,11.841
0.193,-0.441,-0.955,78.491,-16.052,6.958
0.227,-0.366,-0.935,70.313,-17.944,1.587
0.244,-0.350,-0.940,57.373,-18.799,-2.930
0.245,-0.341,-0.908,56.274,-21.179,-1.953
0.245,-0.328,-0.894,56.519,-26.489,-1.892
0.265,-0.306,-0.892,56.152,-26.794,-1.465
0.267,-0.306,-0.891,56.030,-26.001,0.061
0.260,-0.311,-0.877,55.908,-26.978,2.563
0.265,-0.302,-0.867,54.016,-27.771,0.977
0.290,-0.296,-0.891,44.373,-23.987,-1.160
0.330,-0.315,-0.962,39.917,-22.339,0.305
0.333,-0.319,-0.986,41.870,-23.926,4.395
0.330,-0.294,-0.997,46.326,-24.719,5.249
0.334,-0.288,-1.005,49.622,-24.048,5.188
0.344,-0.293,-1.024,52.979,-23.560,6.287
0.364,-0.324,-1.104,56.030,-24.780,7.935
0.381,-0.339,-1.163,69.275,-26.733,14.343
0.402,-0.340,-1.301,77.332,-27.954,18.982
0.408,-0.331,-1.369,102.295,-34.729,28.137
0.382,-0.297,-1.423,118.591,-37.781,30.945
0.365,-0.279,-1.427,134.583,-39.795,32.288
0.355,-0.257,-1.444,162.842,-46.814,32.898
0.325,-0.214,-1.491,175.049,-52.246,32.532
0.312,-0.191,-1.495,195.618,-63.538,28.137
0.292,-0.128,-1.471,203.308,-71.289,24.963
0.271,-0.104,-1.437,215.393,-94.421,20.569
0.238,-0.036,-1.325,222.412,-108.582,17.334
0.214,-0.002,-1.243,229.553,-121.216,12.939
0.199,0.024,-1.144,236.694,-141.418,-0.854
0.192,0.063,-0.938,234.802,-151.672,-11.047
0.187,0.071,-0.845,227.234,-166.626,-30.579
0.229,0.044,-0.641,226.990,-173.523,-36.621
0.284,0.033,-0.538,238.037,-195.129,-31.311
0.404,0.121,-0.386,243.103,-203.003,-21.606
0.436,0.195,-0.352,242.981,-203.247,-11.353
0.448,0.252,-0.331,230.225,-180.359,-2.136
0.458,0.298,-0.282,224.243,-163.086,-4.944
0.484,0.304,-0.247,215.759,-135.742,-17.334
0.551,0.296,-0.153,211.975,-128.052,-22.339
0.575,0.298,-0.102,203.247,-120.911,-25.024
0.596,0.320,-0.024,197.205,-119.507,-24.963
0.598,0.332,-0.001,191.040,-118.591,-25.757
0.602,0.348,0.024,183.655,-116.211,-30.396
0.607,0.347,0.043,182.434,-111.511,-33.936
0.616,0.338,0.080,184.265,-99.304,-43.701
0.662,0.321,0.155,184.021,-94.849,-49.133
0.679,0.311,0.183,181.152,-91.675,-55.420
0.705,0.264,0.290,178.528,-91.492,-56.519
0.709,0.241,0.350,173.767,-91.675,-56.641
0.710,0.221,0.393,160.583,-89.294,-58.167
0.732,0.190,0.443,154.907,-85.266,-60.120
0.749,0.178,0.463,147.522,-76.477,-62.256
0.763,0.141,0.507,144.470,-73.303,-62.012
0.760,0.130,0.522,141.846,-68.298,-61.035
0.720,0.132,0.523,141.296,-65.063,-61.462
0.684,0.125,0.520,140.503,-60.730,-63.721
0.650,0.116,0.519,140.259,-51.392,-78.247
0.640,0.124,0.540,137.756,-49.500,-89.355
0.677,0.120,0.581,119.690,-58.594,-106.750
0.767,0.117,0.665,108.887,-64.880,-109.253
0.794,0.127,0.669,100.586,-66.467,-108.337
0.812,0.144,0.640,94.910,-61.646,-98.572
0.797,0.138,0.529,95.520,-59.937,-88.806
0.769,0.115,0.487,103.760,-56.396,-71.533
0.710,0.074,0.481,110.352,-53.711,-68.848
0.690,0.052,0.519,114.624,-50.476,-75.073
0.703,-0.024,0.627,107.300,-52.124,-81.299
0.721,-0.065,0.645,97.473,-55.542,-87.524
0.736,-0.109,0.644,84.290,-62.195,-93.994
0.766,-0.240,0.646,82.764,-64.331,-91.431
0.799,-0.283,0.637,92.102,-64.453,-77.332
0.813,-0.377,0.628,95.947,-61.768,-66.040
0.752,-0.496,0.676,90.515,-54.321,-37.537
0.611,-0.767,0.920,84.656,-49.866,-26.794
0.602,-0.817,1.060,77.576,-45.410,-21.179
0.624,-0.793,1.164,54.016,-33.203,-16.785
0.659,-0.634,1.185,39.185,-23.987,-12.146
0.649,-0.540,1.108,13.062,-4.639,3.784
0.609,-0.374,0.877,4.822,1.526,12.268
0.593,-0.303,0.753,-1.770,3.296,18.127
0.618,-0.172,0.575,-0.854,1.099,14.709
0.647,-0.106,0.522,2.563,-1.404,7.874
0.650,-0.078,0.493,12.756,-4.150,-5.005
0.628,-0.142,0.527,17.639,-5.005,-11.108
0.652,-0.191,0.584,18.921,-8.972,-21.790
0.733,-0.297,0.704,14.832,-11.230,-24.658
0.770,-0.350,0.750,4.089,-13.000,-21.484
0.807,-0.425,0.773,0.793,-12.451,-14.404
0.797,-0.441,0.757,0.427,-10.498,-4.150
0.768,-0.448,0.742,7.080,-4.272,17.700
0.699,-0.413,0.745,10.376,-1.953,24.780
0.670,-0.369,0.749,8.057,0.000,27.100
0.624,-0.303,0.736,3.967,0.610,24.353
0.614,-0.286,0.725,-0.122,1.099,20.386
0.613,-0.281,0.719,-7.385,1.526,12.085
0.648,-0.281,0.727,-10.193,2.258,8.850
0.688,-0.255,0.713,-11.658,3.723,4.395
0.710,-0.220,0.635,-10.620,4.211,4.639
0.700,-0.226,0.613,-3.662,4.822,7.446
0.683,-0.244,0.634,0.061,4.333,7.812
0.677,-0.252,0.655,1.831,3.479,6.653
0.678,-0.253,0.671,-0.671,2.075,-0.061
0.688,-0.251,0.668,-3.357,1.526,-3.601
0.690,-0.257,0.648,-5.005,0.793,-7.080
0.697,-0.275,0.633,-2.991,0.488,-7.202
0.709,-0.275,0.650,1.465,0.183,-6.104

0.292,-0.830,1.548,-155.823,80.750,31.494
0.189,-0.963,1.691,-191.345,126.770,51.514
-0.041,-1.214,2.110,-207.947,160.156,67.566
-0.109,-1.217,2.324,-237.671,260.620,93.140
-0.158,-1.167,2.568,-252.380,321.594,101.868
-0.172,-1.184,2.370,-288.391,375.488,112.488
-0.258,-1.172,1.955,-398.682,414.001,140.381
-0.802,-1.396,0.823,-417.541,402.527,163.025
-1.149,-1.545,0.082,-430.176,374.207,202.209
-1.331,-1.252,-1.112,-470.703,386.536,209.717
-1.191,-0.939,-1.561,-557.861,382.324,184.143
-0.939,-0.516,-2.265,-571.045,355.835,143.555
-0.738,-0.453,-2.385,-549.133,325.623,91.003
-0.449,-0.429,-2.475,-423.340,284.302,-2.869
0.217,-0.256,-2.795,-353.577,286.316,-25.818
0.453,-0.189,-2.855,-257.385,285.767,-9.033
0.639,-0.238,-2.691,-233.215,253.906,14.404
0.652,-0.256,-2.567,-191.772,150.574,28.503
0.625,-0.138,-2.174,-156.067,105.835,22.400
0.569,-0.060,-1.878,-86.853,52.429,16.907
0.440,0.026,-1.308,-76.233,41.077,16.968
0.407,0.043,-1.129,-81.604,35.767,15.625
0.385,0.061,-1.029,-99.365,34.912,7.385
0.349,0.065,-0.933,-99.304,39.063,1.038
0.346,0.048,-0.889,-89.966,47.546,-17.273
0.346,-0.016,-0.814,-88.562,48.523,-26.611
0.349,-0.046,-0.803,-90.271,47.424,-35.767
0.375,-0.092,-0.817,-95.764,44.128,-47.485
0.381,-0.107,-0.834,-98.572,44.250,-49.072
0.380,-0.134,-0.856,-105.164,53.162,-42.419
